Localidade;Rede;Taxa de Aprovação - 2015;Taxa de Aprovação - 2017;Taxa de Aprovação - 2019;SAEB - 2015;SAEB - 2017;SAEB - 2019;IDEB 2015;IDEB 2017;IDEB 2019;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Mairinque;Pública;;0,95;0,96;;4,86;5,17;;4,6;5,0;;;4,8;5,1;Ensino médio;3528403
Mairiporã;Estadual;;0,96;0,95;;4,15;4,67;;4,0;4,4;;;4,2;4,4;Ensino médio;3528502
Mairiporã;Pública;;0,96;0,95;;4,15;4,67;;4,0;4,4;;;4,2;4,4;Ensino médio;3528502
Manduri;Estadual;;0,91;0,88;;4,48;;;4,1;;;;4,3;4,5;Ensino médio;3528601
Manduri;Pública;;0,91;0,88;;4,48;;;4,1;;;;4,3;4,5;Ensino médio;3528601
Marabá Paulista;Estadual;;0,98;0,98;;4,33;4,54;;4,2;4,4;;;4,4;4,7;Ensino médio;3528700
Marabá Paulista;Pública;;0,98;0,98;;4,33;4,54;;4,2;4,4;;;4,4;4,7;Ensino médio;3528700
Maracaí;Estadual;;0,93;0,96;;4,26;4,98;;4,0;4,8;;;4,2;4,4;Ensino médio;3528809
Maracaí;Pública;;0,93;0,96;;4,26;4,98;;4,0;4,8;;;4,2;4,4;Ensino médio;3528809
Marapoama;Estadual;;0,88;0,99;;4,40;4,25;;3,9;4,2;;;4,1;4,3;Ensino médio;3528858
Marapoama;Pública;;0,88;0,99;;4,40;4,25;;3,9;4,2;;;4,1;4,3;Ensino médio;3528858
Mariápolis;Estadual;;0,77;;;4,24;;;3,3;;;;3,5;3,7;Ensino médio;3528908
Mariápolis;Pública;;0,77;;;4,24;;;3,3;;;;3,5;3,7;Ensino médio;3528908
Marília;Estadual;;0,93;0,93;;4,35;4,81;;4,0;4,5;;;4,3;4,5;Ensino médio;3529005
Marília;Pública;;0,93;0,93;;4,35;4,81;;4,0;4,5;;;4,3;4,5;Ensino médio;3529005
Marinópolis;Estadual;;0,99;1,00;;5,13;5,25;;5,1;5,3;;;5,3;5,5;Ensino médio;3529104
Marinópolis;Pública;;0,99;1,00;;5,13;5,25;;5,1;5,3;;;5,3;5,5;Ensino médio;3529104
Martinópolis;Estadual;;0,89;0,96;;4,44;5,08;;4,0;4,9;;;4,2;4,4;Ensino médio;3529203
Martinópolis;Pública;;0,89;0,96;;4,44;5,08;;4,0;4,9;;;4,2;4,4;Ensino médio;3529203
Matão;Estadual;;0,92;0,96;;4,62;4,90;;4,3;4,7;;;4,5;4,7;Ensino médio;3529302
Matão;Federal;;;0,88;;;;;;;;;;;Ensino médio;3529302
Matão;Municipal;;0,97;0,99;;6,45;6,73;;6,2;6,6;;;6,4;6,6;Ensino médio;3529302
Matão;Pública;;0,92;0,95;;4,87;5,22;;4,5;4,9;;;4,7;4,9;Ensino médio;3529302
Mauá;Estadual;;0,88;0,90;;4,47;4,78;;3,9;4,3;;;4,1;4,3;Ensino médio;3529401
Mauá;Pública;;0,88;0,90;;4,47;4,78;;3,9;4,3;;;4,1;4,3;Ensino médio;3529401
Mendonça;Estadual;;0,90;0,94;;4,97;5,71;;4,5;5,4;;;4,7;4,9;Ensino médio;3529500
Mendonça;Pública;;0,90;0,94;;4,97;5,71;;4,5;5,4;;;4,7;4,9;Ensino médio;3529500
Meridiano;Estadual;;0,89;1,00;;4,60;5,22;;4,1;5,2;;;4,3;4,5;Ensino médio;3529609
Meridiano;Pública;;0,89;1,00;;4,60;5,22;;4,1;5,2;;;4,3;4,5;Ensino médio;3529609
Mesópolis;Estadual;;0,94;0,97;;5,50;4,88;;5,2;4,7;;;5,4;5,6;Ensino médio;3529658
Mesópolis;Pública;;0,94;0,97;;5,50;4,88;;5,2;4,7;;;5,4;5,6;Ensino médio;3529658
Miguelópolis;Estadual;;0,91;0,95;;4,21;4,74;;3,8;4,5;;;4,0;4,3;Ensino médio;3529708
Miguelópolis;Pública;;0,91;0,95;;4,21;4,74;;3,8;4,5;;;4,0;4,3;Ensino médio;3529708
Mineiros do Tietê;Estadual;;0,93;0,96;;4,40;;;4,1;;;;4,3;4,5;Ensino médio;3529807
Mineiros do Tietê;Pública;;0,93;0,96;;4,40;;;4,1;;;;4,3;4,5;Ensino médio;3529807
Miracatu;Estadual;;0,90;0,98;;4,24;4,68;;3,8;4,6;;;4,0;4,2;Ensino médio;3529906
Miracatu;Pública;;0,90;0,98;;4,24;4,68;;3,8;4,6;;;4,0;4,2;Ensino médio;3529906
Mira Estrela;Estadual;;0,97;0,99;;4,70;4,69;;4,6;4,6;;;4,8;5,0;Ensino médio;3530003
Mira Estrela;Pública;;0,97;0,99;;4,70;4,69;;4,6;4,6;;;4,8;5,0;Ensino médio;3530003
Mirandópolis;Estadual;;0,91;0,99;;4,60;4,66;;4,2;4,6;;;4,4;4,6;Ensino médio;3530102
Mirandópolis;Pública;;0,91;0,99;;4,60;4,66;;4,2;4,6;;;4,4;4,6;Ensino médio;3530102
Mirante do Paranapanema;Estadual;;0,91;0,99;;4,01;4,89;;3,7;4,8;;;3,9;4,1;Ensino médio;3530201
Mirante do Paranapanema;Pública;;0,91;0,99;;4,01;4,89;;3,7;4,8;;;3,9;4,1;Ensino médio;3530201
Mirassol;Estadual;;0,92;0,95;;4,87;5,29;;4,5;5,0;;;4,7;4,9;Ensino médio;3530300
Mirassol;Pública;;0,92;0,95;;4,87;5,29;;4,5;5,0;;;4,7;4,9;Ensino médio;3530300
Mirassolândia;Estadual;;0,77;0,89;;4,39;5,02;;3,4;4,5;;;3,6;3,8;Ensino médio;3530409
Mirassolândia;Pública;;0,77;0,89;;4,39;5,02;;3,4;4,5;;;3,6;3,8;Ensino médio;3530409
Mococa;Estadual;;0,92;0,94;;4,61;4,82;;4,2;4,5;;;4,4;4,7;Ensino médio;3530508
Mococa;Municipal;;0,83;0,74;;4,75;4,42;;3,9;3,3;;;4,1;4,4;Ensino médio;3530508
Mococa;Pública;;0,91;0,92;;4,62;4,78;;4,2;4,4;;;4,4;4,6;Ensino médio;3530508
Mogi das Cruzes;Estadual;;0,88;0,92;;4,46;4,64;;3,9;4,3;;;4,2;4,4;Ensino médio;3530607
Mogi das Cruzes;Pública;;0,88;0,92;;4,46;4,64;;3,9;4,3;;;4,2;4,4;Ensino médio;3530607
Mogi Guaçu;Estadual;;0,90;0,92;;4,62;5,11;;4,2;4,7;;;4,4;4,6;Ensino médio;3530706
Mogi Guaçu;Municipal;;0,98;0,97;;5,98;5,90;;5,8;5,7;;;6,0;6,2;Ensino médio;3530706
Mogi Guaçu;Pública;;0,91;0,92;;4,80;5,19;;4,4;4,8;;;4,6;4,8;Ensino médio;3530706
Mogi Mirim;Estadual;;0,89;0,93;;4,64;5,15;;4,1;4,8;;;4,4;4,6;Ensino médio;3530805
Mogi Mirim;Pública;;0,89;0,93;;4,64;5,15;;4,1;4,8;;;4,4;4,6;Ensino médio;3530805
Mombuca;Estadual;;1,00;1,00;;4,45;5,52;;4,4;5,5;;;4,7;4,9;Ensino médio;3530904
Mombuca;Pública;;1,00;1,00;;4,45;5,52;;4,4;5,5;;;4,7;4,9;Ensino médio;3530904
Monções;Estadual;;1,00;0,99;;4,13;4,85;;4,1;4,8;;;4,3;4,6;Ensino médio;3531001
Monções;Pública;;1,00;0,99;;4,13;4,85;;4,1;4,8;;;4,3;4,6;Ensino médio;3531001
Mongaguá;Estadual;;0,82;0,90;;4,03;4,66;;3,3;4,2;;;3,5;3,7;Ensino médio;3531100
Mongaguá;Pública;;0,82;0,90;;4,03;4,66;;3,3;4,2;;;3,5;3,7;Ensino médio;3531100
Monte Alegre do Sul;Estadual;;0,95;0,96;;5,19;5,46;;4,9;5,2;;;5,2;5,4;Ensino médio;3531209
Monte Alegre do Sul;Pública;;0,95;0,96;;5,19;5,46;;4,9;5,2;;;5,2;5,4;Ensino médio;3531209
Monte Alto;Estadual;;0,95;0,96;;4,52;4,96;;4,3;4,8;;;4,5;4,7;Ensino médio;3531308
Monte Alto;Pública;;0,95;0,96;;4,52;4,96;;4,3;4,8;;;4,5;4,7;Ensino médio;3531308
Monte Aprazível;Estadual;;0,93;0,93;;4,26;4,66;;4,0;4,3;;;4,2;4,4;Ensino médio;3531407
Monte Aprazível;Pública;;0,93;0,93;;4,26;4,66;;4,0;4,3;;;4,2;4,4;Ensino médio;3531407
Monte Azul Paulista;Estadual;;0,92;0,97;;4,68;4,53;;4,3;4,4;;;4,5;4,7;Ensino médio;3531506
Monte Azul Paulista;Pública;;0,92;0,97;;4,68;4,53;;4,3;4,4;;;4,5;4,7;Ensino médio;3531506
Monte Castelo;Estadual;;0,91;1,00;;4,81;5,13;;4,4;5,1;;;4,6;4,8;Ensino médio;3531605
Monte Castelo;Pública;;0,91;1,00;;4,81;5,13;;4,4;5,1;;;4,6;4,8;Ensino médio;3531605
Monteiro Lobato;Estadual;;0,94;0,92;;4,65;5,28;;4,4;4,8;;;4,6;4,8;Ensino médio;3531704
Monteiro Lobato;Pública;;0,94;0,92;;4,65;5,28;;4,4;4,8;;;4,6;4,8;Ensino médio;3531704
Monte Mor;Estadual;;0,90;0,94;;4,60;5,00;;4,1;4,7;;;4,4;4,6;Ensino médio;3531803
Monte Mor;Pública;;0,90;0,94;;4,60;5,00;;4,1;4,7;;;4,4;4,6;Ensino médio;3531803
Morro Agudo;Estadual;;0,90;0,94;;4,31;4,59;;3,9;4,3;;;4,1;4,3;Ensino médio;3531902
Morro Agudo;Municipal;;0,88;0,91;;5,52;5,78;;4,9;5,2;;;5,1;5,3;Ensino médio;3531902
Morro Agudo;Pública;;0,90;0,93;;4,69;4,94;;4,2;4,6;;;4,4;4,6;Ensino médio;3531902
Morungaba;Estadual;;0,75;0,83;;4,64;5,03;;3,5;4,2;;;3,7;3,9;Ensino médio;3532009
Morungaba;Pública;;0,75;0,83;;4,64;5,03;;3,5;4,2;;;3,7;3,9;Ensino médio;3532009
Motuca;Estadual;;0,95;0,86;;4,55;;;4,3;;;;4,6;4,8;Ensino médio;3532058
Motuca;Pública;;0,95;0,86;;4,55;;;4,3;;;;4,6;4,8;Ensino médio;3532058
Murutinga do Sul;Estadual;;0,96;0,99;;4,29;4,21;;4,1;4,2;;;4,3;4,6;Ensino médio;3532108
Murutinga do Sul;Pública;;0,96;0,99;;4,29;4,21;;4,1;4,2;;;4,3;4,6;Ensino médio;3532108
Nantes;Estadual;;0,98;1,00;;4,09;;;4,0;;;;4,2;4,5;Ensino médio;3532157
Nantes;Pública;;0,98;1,00;;4,09;;;4,0;;;;4,2;4,5;Ensino médio;3532157
Narandiba;Estadual;;0,86;0,98;;4,28;4,57;;3,7;4,5;;;3,9;4,1;Ensino médio;3532207
Narandiba;Pública;;0,86;0,98;;4,28;4,57;;3,7;4,5;;;3,9;4,1;Ensino médio;3532207
Natividade da Serra;Estadual;;0,84;0,94;;4,26;4,70;;3,6;4,4;;;3,8;4,0;Ensino médio;3532306
Natividade da Serra;Pública;;0,84;0,94;;4,26;4,70;;3,6;4,4;;;3,8;4,0;Ensino médio;3532306
Nazaré Paulista;Estadual;;0,97;0,96;;4,18;4,50;;4,0;4,3;;;4,3;4,5;Ensino médio;3532405
Nazaré Paulista;Pública;;0,97;0,96;;4,18;4,50;;4,0;4,3;;;4,3;4,5;Ensino médio;3532405
Neves Paulista;Estadual;;0,92;0,98;;4,46;;;4,1;;;;4,3;4,5;Ensino médio;3532504
Neves Paulista;Pública;;0,92;0,98;;4,46;;;4,1;;;;4,3;4,5;Ensino médio;3532504
Nhandeara;Estadual;;0,95;0,99;;4,96;4,45;;4,7;4,4;;;4,9;5,2;Ensino médio;3532603
Nhandeara;Pública;;0,95;0,99;;4,96;4,45;;4,7;4,4;;;4,9;5,2;Ensino médio;3532603
Nipoã;Estadual;;0,99;0,94;;4,30;4,72;;4,2;4,4;;;4,5;4,7;Ensino médio;3532702
Nipoã;Pública;;0,99;0,94;;4,30;4,72;;4,2;4,4;;;4,5;4,7;Ensino médio;3532702
Nova Aliança;Estadual;;0,66;0,72;;5,32;;;3,5;;;;3,7;3,9;Ensino médio;3532801
Nova Aliança;Pública;;0,66;0,72;;5,32;;;3,5;;;;3,7;3,9;Ensino médio;3532801
Nova Campina;Estadual;;0,96;0,97;;4,07;4,39;;3,9;4,3;;;4,1;4,3;Ensino médio;3532827
Nova Campina;Pública;;0,96;0,97;;4,07;4,39;;3,9;4,3;;;4,1;4,3;Ensino médio;3532827
Nova Canaã Paulista;Estadual;;1,00;1,00;;4,39;4,52;;4,4;4,5;;;4,6;4,8;Ensino médio;3532843
Nova Canaã Paulista;Pública;;1,00;1,00;;4,39;4,52;;4,4;4,5;;;4,6;4,8;Ensino médio;3532843
Nova Europa;Estadual;;0,97;0,99;;4,35;4,69;;4,2;4,6;;;4,4;4,7;Ensino médio;3532900
Nova Europa;Pública;;0,97;0,99;;4,35;4,69;;4,2;4,6;;;4,4;4,7;Ensino médio;3532900
Nova Granada;Estadual;;0,85;0,85;;4,30;4,47;;3,7;3,8;;;3,9;4,1;Ensino médio;3533007
Nova Granada;Pública;;0,85;0,85;;4,30;4,47;;3,7;3,8;;;3,9;4,1;Ensino médio;3533007
Nova Guataporanga;Estadual;;0,94;0,99;;4,25;5,10;;4,0;5,0;;;4,2;4,5;Ensino médio;3533106
Nova Guataporanga;Pública;;0,94;0,99;;4,25;5,10;;4,0;5,0;;;4,2;4,5;Ensino médio;3533106
Nova Independência;Estadual;;0,95;0,97;;4,63;;;4,4;;;;4,6;4,8;Ensino médio;3533205
Nova Independência;Pública;;0,95;0,97;;4,63;;;4,4;;;;4,6;4,8;Ensino médio;3533205
Novais;Estadual;;0,97;0,94;;4,59;4,73;;4,5;4,4;;;4,7;4,9;Ensino médio;3533254
Novais;Pública;;0,97;0,94;;4,59;4,73;;4,5;4,4;;;4,7;4,9;Ensino médio;3533254
Nova Luzitânia;Estadual;;0,95;0,99;;3,93;5,08;;3,7;5,0;;;4,0;4,2;Ensino médio;3533304
Nova Luzitânia;Pública;;0,95;0,99;;3,93;5,08;;3,7;5,0;;;4,0;4,2;Ensino médio;3533304
Nova Odessa;Estadual;;0,94;0,97;;4,73;5,01;;4,5;4,9;;;4,7;4,9;Ensino médio;3533403
Nova Odessa;Pública;;0,94;0,97;;4,73;5,01;;4,5;4,9;;;4,7;4,9;Ensino médio;3533403
Novo Horizonte;Estadual;;0,93;0,97;;4,77;5,10;;4,4;4,9;;;4,7;4,9;Ensino médio;3533502
Novo Horizonte;Pública;;0,94;0,96;;4,77;5,10;;4,5;4,9;;;4,7;4,9;Ensino médio;3533502
Nuporanga;Estadual;;0,94;1,00;;4,76;5,09;;4,5;5,1;;;4,7;4,9;Ensino médio;3533601
Nuporanga;Pública;;0,94;1,00;;4,76;5,09;;4,5;5,1;;;4,7;4,9;Ensino médio;3533601
Ocauçu;Estadual;;0,96;0,98;;4,89;4,35;;4,7;4,3;;;4,9;5,1;Ensino médio;3533700
Ocauçu;Pública;;0,96;0,98;;4,89;4,35;;4,7;4,3;;;4,9;5,1;Ensino médio;3533700
Óleo;Estadual;;0,92;0,99;;4,25;4,83;;3,9;4,8;;;4,1;4,4;Ensino médio;3533809
Óleo;Pública;;0,92;0,99;;4,25;4,83;;3,9;4,8;;;4,1;4,4;Ensino médio;3533809
Olímpia;Estadual;;0,97;0,98;;4,67;4,92;;4,5;4,8;;;4,7;4,9;Ensino médio;3533908
Olímpia;Pública;;0,97;0,98;;4,67;4,92;;4,5;4,8;;;4,7;4,9;Ensino médio;3533908
Onda Verde;Estadual;;0,77;0,97;;4,54;;;3,5;;;;3,7;3,9;Ensino médio;3534005
Onda Verde;Pública;;0,77;0,97;;4,54;;;3,5;;;;3,7;3,9;Ensino médio;3534005
Oriente;Estadual;;0,91;0,95;;3,50;3,82;;3,2;3,6;;;3,4;3,6;Ensino médio;3534104
Oriente;Pública;;0,91;0,95;;3,50;3,82;;3,2;3,6;;;3,4;3,6;Ensino médio;3534104
Orindiúva;Estadual;;0,99;0,99;;4,68;5,05;;4,6;5,0;;;4,8;5,1;Ensino médio;3534203
Orindiúva;Pública;;0,99;0,99;;4,68;5,05;;4,6;5,0;;;4,8;5,1;Ensino médio;3534203
Orlândia;Estadual;;0,83;0,95;;4,70;5,06;;3,9;4,8;;;4,1;4,3;Ensino médio;3534302
Orlândia;Pública;;0,83;0,95;;4,70;5,06;;3,9;4,8;;;4,1;4,3;Ensino médio;3534302
Osasco;Estadual;;0,88;0,89;;4,11;4,55;;3,6;4,1;;;3,8;4,1;Ensino médio;3534401
Osasco;Pública;;0,88;0,89;;4,11;4,55;;3,6;4,1;;;3,8;4,1;Ensino médio;3534401
Oscar Bressane;Estadual;;0,99;0,97;;5,03;5,00;;5,0;4,9;;;5,2;5,4;Ensino médio;3534500
Oscar Bressane;Pública;;0,99;0,97;;5,03;5,00;;5,0;4,9;;;5,2;5,4;Ensino médio;3534500
Osvaldo Cruz;Estadual;;0,94;0,97;;4,91;5,35;;4,6;5,2;;;4,8;5,0;Ensino médio;3534609
Osvaldo Cruz;Pública;;0,94;0,97;;4,91;5,35;;4,6;5,2;;;4,8;5,0;Ensino médio;3534609
Ourinhos;Estadual;;0,90;0,94;;4,78;5,00;;4,3;4,7;;;4,5;4,7;Ensino médio;3534708
Ourinhos;Pública;;0,90;0,94;;4,78;5,00;;4,3;4,7;;;4,5;4,7;Ensino médio;3534708
Ouroeste;Estadual;;0,95;0,95;;4,89;;;4,6;;;;4,8;5,1;Ensino médio;3534757
Ouroeste;Pública;;0,95;0,95;;4,89;;;4,6;;;;4,8;5,1;Ensino médio;3534757
Ouro Verde;Estadual;;0,92;0,95;;4,57;4,91;;4,2;4,7;;;4,4;4,6;Ensino médio;3534807
Ouro Verde;Pública;;0,92;0,95;;4,57;4,91;;4,2;4,7;;;4,4;4,6;Ensino médio;3534807
Pacaembu;Estadual;;0,76;0,86;;4,65;4,48;;3,5;3,9;;;3,8;4,0;Ensino médio;3534906
Pacaembu;Pública;;0,76;0,86;;4,65;4,48;;3,5;3,9;;;3,8;4,0;Ensino médio;3534906
Palestina;Estadual;;0,94;0,97;;4,71;4,89;;4,4;4,7;;;4,6;4,9;Ensino médio;3535002
Palestina;Pública;;0,94;0,97;;4,71;4,89;;4,4;4,7;;;4,6;4,9;Ensino médio;3535002
Palmares Paulista;Estadual;;0,80;0,93;;4,58;4,97;;3,7;4,6;;;3,9;4,1;Ensino médio;3535101
Palmares Paulista;Pública;;0,80;0,93;;4,58;4,97;;3,7;4,6;;;3,9;4,1;Ensino médio;3535101
Palmeira d'Oeste;Estadual;;0,95;0,99;;4,69;5,06;;4,4;5,0;;;4,7;4,9;Ensino médio;3535200
Palmeira d'Oeste;Pública;;0,95;0,99;;4,69;5,06;;4,4;5,0;;;4,7;4,9;Ensino médio;3535200
Palmital;Estadual;;0,86;0,93;;4,69;4,63;;4,0;4,3;;;4,3;4,5;Ensino médio;3535309
Palmital;Pública;;0,86;0,93;;4,69;4,63;;4,0;4,3;;;4,3;4,5;Ensino médio;3535309
Panorama;Estadual;;0,82;0,97;;4,30;4,72;;3,5;4,6;;;3,7;4,0;Ensino médio;3535408
Panorama;Pública;;0,82;0,97;;4,30;4,72;;3,5;4,6;;;3,7;4,0;Ensino médio;3535408
Paraguaçu Paulista;Estadual;;0,90;0,95;;4,52;5,02;;4,1;4,8;;;4,3;4,5;Ensino médio;3535507
Paraguaçu Paulista;Pública;;0,90;0,95;;4,52;5,02;;4,1;4,8;;;4,3;4,5;Ensino médio;3535507
Paraibuna;Estadual;;0,87;0,91;;4,62;5,11;;4,0;4,6;;;4,2;4,4;Ensino médio;3535606
Paraibuna;Pública;;0,87;0,91;;4,62;5,11;;4,0;4,6;;;4,2;4,4;Ensino médio;3535606
Paraíso;Estadual;;0,87;0,96;;4,33;;;3,8;;;;4,0;4,2;Ensino médio;3535705
Paraíso;Pública;;0,87;0,96;;4,33;;;3,8;;;;4,0;4,2;Ensino médio;3535705
Paranapanema;Estadual;;0,86;0,96;;4,22;4,65;;3,7;4,5;;;3,9;4,1;Ensino médio;3535804
Paranapanema;Pública;;0,86;0,96;;4,22;4,65;;3,7;4,5;;;3,9;4,1;Ensino médio;3535804
Paranapuã;Estadual;;0,95;0,96;;4,67;4,35;;4,4;4,2;;;4,6;4,9;Ensino médio;3535903
Paranapuã;Pública;;0,95;0,96;;4,67;4,35;;4,4;4,2;;;4,6;4,9;Ensino médio;3535903
Parapuã;Estadual;;0,80;0,96;;4,16;4,26;;3,3;4,1;;;3,5;3,8;Ensino médio;3536000
Parapuã;Pública;;0,80;0,96;;4,16;4,26;;3,3;4,1;;;3,5;3,8;Ensino médio;3536000
Pardinho;Estadual;;0,89;0,81;;3,77;;;3,4;;;;3,6;3,8;Ensino médio;3536109
Pardinho;Pública;;0,89;0,81;;3,77;;;3,4;;;;3,6;3,8;Ensino médio;3536109
Pariquera-Açu;Estadual;;0,90;0,94;;4,29;4,55;;3,9;4,3;;;4,1;4,3;Ensino médio;3536208
Pariquera-Açu;Pública;;0,90;0,94;;4,29;4,55;;3,9;4,3;;;4,1;4,3;Ensino médio;3536208
Parisi;Estadual;;1,00;1,00;;4,13;4,19;;4,1;4,2;;;4,3;4,6;Ensino médio;3536257
Parisi;Pública;;1,00;1,00;;4,13;4,19;;4,1;4,2;;;4,3;4,6;Ensino médio;3536257
Patrocínio Paulista;Estadual;;0,85;0,91;;4,53;4,75;;3,9;4,3;;;4,1;4,3;Ensino médio;3536307
Patrocínio Paulista;Pública;;0,85;0,91;;4,53;4,75;;3,9;4,3;;;4,1;4,3;Ensino médio;3536307
Paulicéia;Estadual;;0,93;0,90;;4,16;4,35;;3,9;3,9;;;4,1;4,3;Ensino médio;3536406
Paulicéia;Pública;;0,93;0,90;;4,16;4,35;;3,9;3,9;;;4,1;4,3;Ensino médio;3536406
Paulínia;Estadual;;0,87;0,89;;4,22;4,81;;3,7;4,3;;;3,9;4,1;Ensino médio;3536505
Paulínia;Municipal;;0,96;0,96;;6,70;6,74;;6,4;6,5;;;6,6;6,8;Ensino médio;3536505
Paulínia;Pública;;0,88;0,90;;4,52;5,05;;4,0;4,6;;;4,2;4,4;Ensino médio;3536505
Paulistânia;Estadual;;0,96;0,94;;4,68;5,39;;4,5;5,1;;;4,7;4,9;Ensino médio;3536570
Paulistânia;Pública;;0,96;0,94;;4,68;5,39;;4,5;5,1;;;4,7;4,9;Ensino médio;3536570
Paulo de Faria;Estadual;;0,97;0,99;;3,86;4,92;;3,7;4,9;;;4,0;4,2;Ensino médio;3536604
Paulo de Faria;Pública;;0,97;0,99;;3,86;4,92;;3,7;4,9;;;4,0;4,2;Ensino médio;3536604
Pederneiras;Estadual;;0,85;0,87;;4,20;4,73;;3,6;4,1;;;3,8;4,0;Ensino médio;3536703
Pederneiras;Pública;;0,85;0,87;;4,20;4,73;;3,6;4,1;;;3,8;4,0;Ensino médio;3536703
Pedra Bela;Estadual;;0,91;0,96;;4,51;4,98;;4,1;4,8;;;4,3;4,5;Ensino médio;3536802
Pedra Bela;Pública;;0,91;0,96;;4,51;4,98;;4,1;4,8;;;4,3;4,5;Ensino médio;3536802
Pedranópolis;Estadual;;1,00;0,99;;4,62;5,21;;4,6;5,2;;;4,8;5,0;Ensino médio;3536901
Pedranópolis;Pública;;1,00;0,99;;4,62;5,21;;4,6;5,2;;;4,8;5,0;Ensino médio;3536901
Pedregulho;Estadual;;0,91;0,94;;4,10;4,49;;3,7;4,2;;;3,9;4,1;Ensino médio;3537008
Pedregulho;Pública;;0,91;0,94;;4,10;4,49;;3,7;4,2;;;3,9;4,1;Ensino médio;3537008
Pedreira;Estadual;;0,90;0,88;;4,54;4,85;;4,1;4,3;;;4,3;4,5;Ensino médio;3537107
Pedreira;Pública;;0,90;0,88;;4,54;4,85;;4,1;4,3;;;4,3;4,5;Ensino médio;3537107
Pedrinhas Paulista;Estadual;;0,93;1,00;;4,17;4,59;;3,9;4,6;;;4,1;4,3;Ensino médio;3537156
Pedrinhas Paulista;Pública;;0,93;1,00;;4,17;4,59;;3,9;4,6;;;4,1;4,3;Ensino médio;3537156
Pedro de Toledo;Estadual;;0,95;0,99;;4,16;4,55;;4,0;4,5;;;4,2;4,4;Ensino médio;3537206
Pedro de Toledo;Pública;;0,95;0,99;;4,16;4,55;;4,0;4,5;;;4,2;4,4;Ensino médio;3537206
Penápolis;Estadual;;0,89;0,96;;4,61;4,76;;4,1;4,6;;;4,3;4,6;Ensino médio;3537305
Penápolis;Pública;;0,89;0,96;;4,61;4,76;;4,1;4,6;;;4,3;4,6;Ensino médio;3537305
Pereira Barreto;Estadual;;0,94;0,98;;4,61;5,04;;4,3;4,9;;;4,6;4,8;Ensino médio;3537404
Pereira Barreto;Pública;;0,94;0,98;;4,61;5,04;;4,3;4,9;;;4,6;4,8;Ensino médio;3537404
Pereiras;Estadual;;0,87;0,99;;3,72;4,86;;3,2;4,8;;;3,5;3,7;Ensino médio;3537503
Pereiras;Pública;;0,87;0,99;;3,72;4,86;;3,2;4,8;;;3,5;3,7;Ensino médio;3537503
Peruíbe;Estadual;;0,87;0,91;;4,36;4,72;;3,8;4,3;;;4,0;4,2;Ensino médio;3537602
Peruíbe;Pública;;0,87;0,91;;4,36;4,72;;3,8;4,3;;;4,0;4,2;Ensino médio;3537602
Piacatu;Estadual;;0,97;0,99;;4,23;;;4,1;;;;4,3;4,5;Ensino médio;3537701
Piacatu;Pública;;0,97;0,99;;4,23;;;4,1;;;;4,3;4,5;Ensino médio;3537701
Piedade;Estadual;;0,93;0,96;;4,81;4,95;;4,5;4,8;;;4,7;4,9;Ensino médio;3537800
Piedade;Pública;;0,93;0,96;;4,81;4,95;;4,5;4,8;;;4,7;4,9;Ensino médio;3537800
Pilar do Sul;Estadual;;0,91;0,98;;4,61;5,24;;4,2;5,1;;;4,4;4,6;Ensino médio;3537909
Pilar do Sul;Pública;;0,91;0,98;;4,61;5,24;;4,2;5,1;;;4,4;4,6;Ensino médio;3537909
Pindamonhangaba;Estadual;;0,89;0,92;;4,61;5,10;;4,1;4,7;;;4,3;4,5;Ensino médio;3538006
Pindamonhangaba;Pública;;0,89;0,92;;4,61;5,10;;4,1;4,7;;;4,3;4,5;Ensino médio;3538006
Pindorama;Estadual;;0,89;0,92;;4,75;;;4,2;;;;4,5;4,7;Ensino médio;3538105
Pindorama;Pública;;0,89;0,92;;4,75;;;4,2;;;;4,5;4,7;Ensino médio;3538105
Pinhalzinho;Estadual;;0,94;0,91;;4,53;5,10;;4,2;4,6;;;4,5;4,7;Ensino médio;3538204
Pinhalzinho;Pública;;0,94;0,91;;4,53;5,10;;4,2;4,6;;;4,5;4,7;Ensino médio;3538204
Piquerobi;Estadual;;0,90;0,95;;4,47;4,98;;4,0;4,7;;;4,2;4,5;Ensino médio;3538303
Piquerobi;Pública;;0,90;0,95;;4,47;4,98;;4,0;4,7;;;4,2;4,5;Ensino médio;3538303
Piquete;Estadual;;0,93;0,89;;4,53;4,71;;4,2;4,2;;;4,4;4,7;Ensino médio;3538501
Piquete;Pública;;0,93;0,89;;4,53;4,71;;4,2;4,2;;;4,4;4,7;Ensino médio;3538501
Piracaia;Estadual;;0,89;0,94;;4,73;4,83;;4,2;4,6;;;4,4;4,6;Ensino médio;3538600
Piracaia;Pública;;0,89;0,94;;4,71;4,83;;4,2;4,6;;;4,4;4,6;Ensino médio;3538600
Piracicaba;Estadual;;0,93;0,95;;4,49;4,95;;4,2;4,7;;;4,4;4,6;Ensino médio;3538709
Piracicaba;Federal;;;0,97;;;6,66;;;6,4;;;;6,6;Ensino médio;3538709
Piracicaba;Municipal;;0,96;1,00;;5,59;5,77;;5,4;5,8;;;5,5;5,7;Ensino médio;3538709
