Localidade;Rede;IDEB 2015;IDEB 2017;IDEB 2019;IDEB 2021;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Cachoeira Paulista;Municipal;5,1;5,9;6,1;6,1;5,5;5,8;6,1;6,3;1º ao 5º ano;3508603
Cachoeira Paulista;Pública;5,1;5,9;6,1;6,1;5,5;5,8;6,1;6,3;1º ao 5º ano;3508603
Caconde;Estadual;;5,6;5,3;4,3;5,4;5,7;6,0;6,2;1º ao 5º ano;3508702
Caconde;Municipal;6,5;6,7;6,8;6,7;5,8;6,1;6,3;6,6;1º ao 5º ano;3508702
Caconde;Pública;6,5;6,5;6,6;6,4;5,8;6,1;6,3;6,6;1º ao 5º ano;3508702
Cafelândia;Estadual;;6,0;6,2;5,9;6,1;6,4;6,6;6,8;1º ao 5º ano;3508801
Cafelândia;Municipal;5,6;6,1;6,3;5,5;5,3;5,6;5,8;6,1;1º ao 5º ano;3508801
Cafelândia;Pública;5,5;6,1;6,3;5,6;6,1;6,4;6,6;6,8;1º ao 5º ano;3508801
Caiabu;Municipal;6,1;6,5;6,5;6,1;5,8;6,1;6,3;6,5;1º ao 5º ano;3508900
Caiabu;Pública;6,1;6,5;6,5;6,1;5,8;6,1;6,3;6,5;1º ao 5º ano;3508900
Caieiras;Estadual;6,5;;5,6;5,7;6,1;6,3;6,5;6,8;1º ao 5º ano;3509007
Caieiras;Municipal;6,1;6,5;6,4;6,0;6,2;6,5;6,7;6,9;1º ao 5º ano;3509007
Caieiras;Pública;6,2;6,5;6,3;6,0;6,1;6,3;6,6;6,8;1º ao 5º ano;3509007
Caiuá;Municipal;6,5;6,8;6,5;6,1;5,6;5,9;6,1;6,4;1º ao 5º ano;3509106
Caiuá;Pública;6,5;6,8;6,5;6,1;5,6;5,9;6,1;6,4;1º ao 5º ano;3509106
Cajamar;Municipal;5,8;6,0;5,9;5,8;5,8;6,0;6,3;6,5;1º ao 5º ano;3509205
Cajamar;Pública;5,8;6,0;5,9;5,8;5,8;6,0;6,3;6,5;1º ao 5º ano;3509205
Cajati;Municipal;6,2;6,3;6,9;6,0;5,4;5,7;6,0;6,2;1º ao 5º ano;3509254
Cajati;Pública;6,2;6,3;6,9;6,0;5,4;5,7;6,0;6,2;1º ao 5º ano;3509254
Cajobi;Municipal;6,9;7,0;7,1;6,5;6,4;6,6;6,8;7,0;1º ao 5º ano;3509304
Cajobi;Pública;6,9;7,0;7,1;6,5;6,4;6,6;6,8;7,0;1º ao 5º ano;3509304
Cajuru;Municipal;5,8;6,4;6,3;5,4;6,4;6,6;6,9;7,1;1º ao 5º ano;3509403
Cajuru;Pública;5,8;6,4;6,3;5,4;6,4;6,6;6,9;7,1;1º ao 5º ano;3509403
Campina do Monte Alegre;Municipal;5,9;6,0;6,1;5,5;5,3;5,5;5,8;6,1;1º ao 5º ano;3509452
Campina do Monte Alegre;Pública;5,9;6,0;6,1;5,5;5,3;5,5;5,8;6,1;1º ao 5º ano;3509452
Campinas;Estadual;6,4;6,5;6,6;6,1;6,2;6,5;6,7;6,9;1º ao 5º ano;3509502
Campinas;Municipal;5,7;6,1;6,0;5,7;5,8;6,0;6,3;6,5;1º ao 5º ano;3509502
Campinas;Pública;6,3;6,4;6,5;6,0;6,2;6,4;6,7;6,9;1º ao 5º ano;3509502
Campo Limpo Paulista;Municipal;5,8;6,2;6,3;5,9;5,9;6,1;6,4;6,6;1º ao 5º ano;3509601
Campo Limpo Paulista;Pública;5,8;6,2;6,3;5,9;5,9;6,1;6,4;6,6;1º ao 5º ano;3509601
Campos do Jordão;Municipal;6,0;6,9;6,8;6,2;5,8;6,1;6,3;6,6;1º ao 5º ano;3509700
Campos do Jordão;Pública;6,0;6,9;6,8;6,2;5,8;6,1;6,3;6,6;1º ao 5º ano;3509700
Campos Novos Paulista;Municipal;5,3;6,8;7,0;6,0;5,3;5,6;5,8;6,1;1º ao 5º ano;3509809
Campos Novos Paulista;Pública;5,3;6,8;7,0;6,0;5,3;5,6;5,8;6,1;1º ao 5º ano;3509809
Cananéia;Estadual;;;;;5,4;5,7;6,0;6,2;1º ao 5º ano;3509908
Cananéia;Municipal;6,0;6,4;6,1;6,3;5,1;5,4;5,7;6,0;1º ao 5º ano;3509908
Cananéia;Pública;6,0;6,4;6,1;6,3;5,3;5,5;5,8;6,1;1º ao 5º ano;3509908
Canas;Municipal;6,4;5,9;5,8;5,6;5,2;5,5;5,8;6,1;1º ao 5º ano;3509957
Canas;Pública;6,4;5,9;5,8;5,6;5,2;5,5;5,8;6,1;1º ao 5º ano;3509957
Cândido Mota;Estadual;6,7;6,7;6,8;6,1;6,5;6,7;6,9;7,2;1º ao 5º ano;3510005
Cândido Mota;Municipal;6,4;6,5;7,1;5,8;6,1;6,3;6,6;6,8;1º ao 5º ano;3510005
Cândido Mota;Pública;6,6;6,5;7,0;5,9;6,3;6,5;6,7;7,0;1º ao 5º ano;3510005
Cândido Rodrigues;Municipal;6,6;7,1;6,9;5,3;6,2;6,5;6,7;6,9;1º ao 5º ano;3510104
Cândido Rodrigues;Pública;6,6;7,1;6,9;5,3;6,2;6,5;6,7;6,9;1º ao 5º ano;3510104
Canitar;Municipal;6,3;6,2;7,3;5,6;5,1;5,4;5,7;6,0;1º ao 5º ano;3510153
Canitar;Pública;6,3;6,2;7,3;5,6;5,1;5,4;5,7;6,0;1º ao 5º ano;3510153
Capão Bonito;Municipal;6,6;6,7;6,7;6,5;6,0;6,2;6,4;6,7;1º ao 5º ano;3510203
Capão Bonito;Pública;6,6;6,7;6,7;6,5;6,0;6,2;6,4;6,7;1º ao 5º ano;3510203
Capela do Alto;Municipal;6,4;6,4;6,4;6,3;5,9;6,1;6,4;6,6;1º ao 5º ano;3510302
Capela do Alto;Pública;6,4;6,4;6,4;6,3;5,9;6,1;6,4;6,6;1º ao 5º ano;3510302
Capivari;Municipal;6,2;6,5;6,4;6,2;5,4;5,7;6,0;6,2;1º ao 5º ano;3510401
Capivari;Pública;6,2;6,5;6,4;6,2;5,4;5,7;6,0;6,2;1º ao 5º ano;3510401
Caraguatatuba;Municipal;6,2;6,4;6,7;6,2;5,7;5,9;6,2;6,5;1º ao 5º ano;3510500
Caraguatatuba;Pública;6,2;6,4;6,7;6,2;5,7;5,9;6,2;6,5;1º ao 5º ano;3510500
Carapicuíba;Estadual;6,1;6,3;6,4;5,9;5,9;6,1;6,4;6,6;1º ao 5º ano;3510609
Carapicuíba;Municipal;5,5;5,8;6,2;5,7;5,7;6,0;6,2;6,5;1º ao 5º ano;3510609
Carapicuíba;Pública;5,9;6,2;6,3;5,8;5,8;6,1;6,3;6,6;1º ao 5º ano;3510609
Cardoso;Estadual;;;;;;;;;1º ao 5º ano;3510708
Cardoso;Municipal;6,4;6,8;6,6;6,5;6,5;6,7;7,0;7,2;1º ao 5º ano;3510708
Cardoso;Pública;6,4;6,8;6,7;6,5;6,5;6,8;7,0;7,2;1º ao 5º ano;3510708
Casa Branca;Estadual;6,3;6,3;;;6,3;6,5;6,8;7,0;1º ao 5º ano;3510807
Casa Branca;Municipal;5,5;6,1;6,1;5,9;5,8;6,0;6,3;6,5;1º ao 5º ano;3510807
Casa Branca;Pública;6,1;6,2;6,1;5,9;6,2;6,4;6,6;6,9;1º ao 5º ano;3510807
Cássia dos Coqueiros;Municipal;5,8;5,5;5,1;;6,3;6,5;6,7;6,9;1º ao 5º ano;3510906
Cássia dos Coqueiros;Pública;5,8;5,5;5,1;;6,3;6,5;6,7;6,9;1º ao 5º ano;3510906
Castilho;Municipal;6,5;6,9;6,5;6,2;6,0;6,3;6,5;6,7;1º ao 5º ano;3511003
Castilho;Pública;6,5;6,9;6,5;6,2;6,0;6,3;6,5;6,7;1º ao 5º ano;3511003
Catanduva;Estadual;;;;;6,3;6,5;6,8;7,0;1º ao 5º ano;3511102
Catanduva;Municipal;6,9;7,0;6,7;6,4;5,2;5,5;5,8;6,1;1º ao 5º ano;3511102
Catanduva;Pública;6,9;7,0;6,7;6,4;6,0;6,2;6,5;6,7;1º ao 5º ano;3511102
Catiguá;Estadual;;;;;5,7;5,9;6,2;6,4;1º ao 5º ano;3511201
Catiguá;Municipal;6,0;6,4;7,3;6,5;5,6;5,9;6,1;6,4;1º ao 5º ano;3511201
Catiguá;Pública;6,0;6,4;7,3;6,5;5,7;5,9;6,2;6,4;1º ao 5º ano;3511201
Cedral;Municipal;6,9;6,8;6,9;6,5;6,7;6,9;7,1;7,3;1º ao 5º ano;3511300
Cedral;Pública;6,9;6,8;6,9;6,5;6,7;6,9;7,1;7,3;1º ao 5º ano;3511300
Cerqueira César;Municipal;6,2;6,4;6,4;6,0;6,1;6,3;6,6;6,8;1º ao 5º ano;3511409
Cerqueira César;Pública;6,2;6,4;6,4;6,0;6,1;6,3;6,6;6,8;1º ao 5º ano;3511409
Cerquilho;Municipal;7,1;7,6;7,4;6,7;6,6;6,8;7,0;7,2;1º ao 5º ano;3511508
Cerquilho;Pública;7,1;7,6;7,4;6,7;6,6;6,8;7,0;7,2;1º ao 5º ano;3511508
Cesário Lange;Municipal;5,9;6,3;6,4;6,0;5,8;6,0;6,3;6,5;1º ao 5º ano;3511607
Cesário Lange;Pública;5,9;6,3;6,4;6,0;5,8;6,0;6,3;6,5;1º ao 5º ano;3511607
Charqueada;Municipal;6,5;6,7;6,6;6,1;6,1;6,3;6,5;6,8;1º ao 5º ano;3511706
Charqueada;Pública;6,5;6,7;6,6;6,1;6,1;6,3;6,5;6,8;1º ao 5º ano;3511706
Clementina;Municipal;7,2;6,8;6,3;6,2;6,1;6,3;6,5;6,8;1º ao 5º ano;3511904
Clementina;Pública;7,2;6,8;6,3;6,2;6,1;6,3;6,5;6,8;1º ao 5º ano;3511904
Colina;Estadual;;;;;5,8;6,1;6,3;6,5;1º ao 5º ano;3512001
Colina;Municipal;5,9;6,3;6,6;6,1;6,0;6,2;6,5;6,7;1º ao 5º ano;3512001
Colina;Pública;5,9;6,3;6,6;6,1;5,9;6,2;6,4;6,6;1º ao 5º ano;3512001
Colômbia;Municipal;6,4;6,8;6,8;6,6;6,0;6,2;6,5;6,7;1º ao 5º ano;3512100
Colômbia;Pública;6,4;6,8;6,8;6,6;6,0;6,2;6,5;6,7;1º ao 5º ano;3512100
Conchal;Municipal;6,1;6,5;6,6;5,9;6,0;6,3;6,5;6,8;1º ao 5º ano;3512209
Conchal;Pública;6,1;6,5;6,6;5,9;6,0;6,3;6,5;6,8;1º ao 5º ano;3512209
Conchas;Estadual;5,9;5,8;;;5,8;6,1;6,3;6,6;1º ao 5º ano;3512308
Conchas;Municipal;6,0;6,1;6,9;5,5;6,0;6,2;6,5;6,7;1º ao 5º ano;3512308
Conchas;Pública;5,9;6,0;6,9;5,5;5,9;6,2;6,4;6,7;1º ao 5º ano;3512308
Cordeirópolis;Municipal;6,3;6,7;7,0;6,7;6,0;6,2;6,5;6,7;1º ao 5º ano;3512407
Cordeirópolis;Pública;6,3;6,7;7,0;6,7;6,0;6,2;6,5;6,7;1º ao 5º ano;3512407
Coroados;Municipal;6,2;7,3;7,3;6,5;6,0;6,2;6,5;6,7;1º ao 5º ano;3512506
Coroados;Pública;6,2;7,3;7,3;6,5;6,0;6,2;6,5;6,7;1º ao 5º ano;3512506
Coronel Macedo;Estadual;;;;;6,2;6,4;6,6;6,9;1º ao 5º ano;3512605
Coronel Macedo;Municipal;5,6;6,3;6,4;6,3;5,7;5,9;6,2;6,4;1º ao 5º ano;3512605
Coronel Macedo;Pública;5,6;6,3;6,4;6,3;5,7;6,0;6,2;6,5;1º ao 5º ano;3512605
Corumbataí;Municipal;5,7;6,6;6,0;5,9;5,6;5,8;6,1;6,3;1º ao 5º ano;3512704
Corumbataí;Pública;5,7;6,6;6,0;5,9;5,6;5,8;6,1;6,3;1º ao 5º ano;3512704
Cosmópolis;Municipal;6,2;6,8;6,6;6,2;6,1;6,3;6,6;6,8;1º ao 5º ano;3512803
Cosmópolis;Pública;6,2;6,8;6,6;6,2;6,1;6,3;6,6;6,8;1º ao 5º ano;3512803
Cosmorama;Municipal;5,8;7,4;6,9;;6,5;6,7;6,9;7,1;1º ao 5º ano;3512902
Cosmorama;Pública;5,8;7,4;6,9;;6,5;6,7;6,9;7,1;1º ao 5º ano;3512902
Cotia;Estadual;6,3;5,5;5,6;;5,8;6,0;6,3;6,5;1º ao 5º ano;3513009
Cotia;Municipal;5,7;5,8;6,0;5,7;5,8;6,1;6,3;6,6;1º ao 5º ano;3513009
Cotia;Pública;5,7;5,8;6,0;5,7;5,8;6,1;6,3;6,6;1º ao 5º ano;3513009
Cravinhos;Estadual;;;;;6,3;6,6;6,8;7,0;1º ao 5º ano;3513108
Cravinhos;Municipal;5,7;5,6;5,8;5,9;5,9;6,1;6,4;6,6;1º ao 5º ano;3513108
Cravinhos;Pública;5,7;5,6;5,8;5,9;6,0;6,2;6,4;6,7;1º ao 5º ano;3513108
Cristais Paulista;Municipal;6,3;6,2;6,3;5,7;5,9;6,2;6,4;6,7;1º ao 5º ano;3513207
Cristais Paulista;Pública;6,3;6,2;6,3;5,7;5,9;6,2;6,4;6,7;1º ao 5º ano;3513207
Cruzália;Estadual;;6,3;5,8;6,3;6,3;6,5;6,7;6,9;1º ao 5º ano;3513306
Cruzália;Pública;;6,3;5,8;6,3;6,3;6,5;6,7;6,9;1º ao 5º ano;3513306
Cruzeiro;Estadual;;;;;6,0;6,3;6,5;6,8;1º ao 5º ano;3513405
Cruzeiro;Municipal;5,8;6,2;6,0;5,9;5,6;5,9;6,2;6,4;1º ao 5º ano;3513405
Cruzeiro;Pública;5,8;6,2;6,0;5,9;5,8;6,1;6,4;6,6;1º ao 5º ano;3513405
Cubatão;Estadual;5,6;6,3;7,0;6,1;5,4;5,7;6,0;6,2;1º ao 5º ano;3513504
Cubatão;Municipal;5,9;6,2;6,0;5,7;5,4;5,6;5,9;6,2;1º ao 5º ano;3513504
Cubatão;Pública;5,8;6,2;6,1;5,8;5,4;5,7;5,9;6,2;1º ao 5º ano;3513504
Cunha;Estadual;5,5;6,0;;;6,0;6,3;6,5;6,7;1º ao 5º ano;3513603
Cunha;Municipal;5,6;6,2;6,3;5,9;5,5;5,8;6,1;6,3;1º ao 5º ano;3513603
Cunha;Pública;5,6;6,2;6,3;5,9;5,7;6,0;6,3;6,5;1º ao 5º ano;3513603
Descalvado;Municipal;6,6;6,7;6,4;6,5;6,2;6,5;6,7;6,9;1º ao 5º ano;3513702
Descalvado;Pública;6,6;6,7;6,4;6,5;6,2;6,5;6,7;6,9;1º ao 5º ano;3513702
Diadema;Estadual;6,7;6,8;6,6;6,2;6,0;6,2;6,5;6,7;1º ao 5º ano;3513801
Diadema;Municipal;6,3;6,5;6,4;5,9;6,1;6,3;6,5;6,8;1º ao 5º ano;3513801
Diadema;Pública;6,5;6,6;6,5;6,1;6,0;6,3;6,5;6,7;1º ao 5º ano;3513801
Dirce Reis;Estadual;;6,4;6,8;6,5;5,4;5,6;5,9;6,2;1º ao 5º ano;3513850
Dirce Reis;Pública;;6,5;6,8;6,5;5,4;5,6;5,9;6,2;1º ao 5º ano;3513850
Divinolândia;Municipal;6,1;6,7;6,4;6,3;6,0;6,3;6,5;6,7;1º ao 5º ano;3513900
Divinolândia;Pública;6,1;6,7;6,4;6,3;6,0;6,3;6,5;6,7;1º ao 5º ano;3513900
Dobrada;Estadual;6,4;6,1;5,9;5,6;5,1;5,4;5,7;6,0;1º ao 5º ano;3514007
Dobrada;Pública;6,4;6,1;5,9;5,6;5,1;5,4;5,7;6,0;1º ao 5º ano;3514007
Dois Córregos;Estadual;;;;;6,4;6,6;6,9;7,1;1º ao 5º ano;3514106
Dois Córregos;Municipal;6,6;6,3;6,7;6,3;7,3;7,4;7,6;7,8;1º ao 5º ano;3514106
Dois Córregos;Pública;6,6;6,3;6,7;6,3;6,5;6,7;6,9;7,1;1º ao 5º ano;3514106
Dolcinópolis;Municipal;7,1;6,7;6,4;5,8;7,5;7,6;7,8;7,9;1º ao 5º ano;3514205
Dolcinópolis;Pública;7,1;6,7;6,4;5,8;7,5;7,6;7,8;7,9;1º ao 5º ano;3514205
Dourado;Municipal;6,3;5,9;6,3;5,8;6,1;6,4;6,6;6,8;1º ao 5º ano;3514304
Dourado;Pública;6,3;5,9;6,3;5,8;6,1;6,4;6,6;6,8;1º ao 5º ano;3514304
Dracena;Municipal;6,7;7,0;6,6;6,4;6,3;6,5;6,7;6,9;1º ao 5º ano;3514403
Dracena;Pública;6,7;7,0;6,6;6,4;6,3;6,5;6,7;6,9;1º ao 5º ano;3514403
Duartina;Municipal;7,1;6,7;6,9;6,8;6,5;6,7;6,9;7,1;1º ao 5º ano;3514502
Duartina;Pública;7,1;6,7;6,9;6,8;6,5;6,7;6,9;7,1;1º ao 5º ano;3514502
Dumont;Municipal;8,0;7,1;6,8;7,0;6,5;6,7;6,9;7,1;1º ao 5º ano;3514601
Dumont;Pública;8,0;7,1;6,8;7,0;6,5;6,7;6,9;7,1;1º ao 5º ano;3514601
Echaporã;Municipal;6,2;6,9;7,6;6,9;5,9;6,1;6,4;6,6;1º ao 5º ano;3514700
Echaporã;Pública;6,2;6,9;7,6;6,9;5,9;6,1;6,4;6,6;1º ao 5º ano;3514700
Eldorado;Estadual;;;;;5,6;5,8;6,1;6,3;1º ao 5º ano;3514809
Eldorado;Municipal;5,6;5,9;6,0;6,2;5,3;5,6;5,9;6,1;1º ao 5º ano;3514809
Eldorado;Pública;5,6;5,9;6,0;6,2;5,5;5,8;6,1;6,3;1º ao 5º ano;3514809
Elias Fausto;Estadual;;;;;6,0;6,3;6,5;6,8;1º ao 5º ano;3514908
Elias Fausto;Municipal;6,4;6,9;6,7;5,6;6,2;6,4;6,6;6,9;1º ao 5º ano;3514908
Elias Fausto;Pública;6,4;6,9;6,7;5,6;6,1;6,4;6,6;6,8;1º ao 5º ano;3514908
Elisiário;Municipal;7,4;7,1;8,3;8,1;6,2;6,4;6,7;6,9;1º ao 5º ano;3514924
Elisiário;Pública;7,4;7,1;8,3;8,1;6,2;6,4;6,7;6,9;1º ao 5º ano;3514924
Embaúba;Municipal;6,4;7,7;7,9;7,3;6,8;7,0;7,2;7,4;1º ao 5º ano;3514957
Embaúba;Pública;6,4;7,7;7,9;7,3;6,8;7,0;7,2;7,4;1º ao 5º ano;3514957
Embu das Artes;Estadual;6,4;6,4;6,5;6,1;5,8;6,0;6,3;6,5;1º ao 5º ano;3515004
Embu das Artes;Municipal;6,0;6,2;6,0;5,7;5,5;5,8;6,1;6,3;1º ao 5º ano;3515004
Embu das Artes;Pública;6,2;6,2;6,1;5,8;5,6;5,9;6,1;6,4;1º ao 5º ano;3515004
EmbuGuaçu;Estadual;6,2;6,7;6,8;6,0;6,0;6,3;6,5;6,7;1º ao 5º ano;3515103
EmbuGuaçu;Municipal;6,1;6,1;5,7;5,5;5,4;5,7;6,0;6,2;1º ao 5º ano;3515103
EmbuGuaçu;Pública;6,2;6,5;6,4;5,8;5,8;6,1;6,3;6,6;1º ao 5º ano;3515103
Emilianópolis;Municipal;5,7;6,4;7,4;6,5;4,9;5,2;5,5;5,7;1º ao 5º ano;3515129
Emilianópolis;Pública;5,7;6,4;7,4;6,5;4,9;5,2;5,5;5,7;1º ao 5º ano;3515129
Engenheiro Coelho;Municipal;5,4;5,9;6,3;5,7;5,5;5,8;6,0;6,3;1º ao 5º ano;3515152
Engenheiro Coelho;Pública;5,4;5,9;6,3;5,7;5,5;5,8;6,0;6,3;1º ao 5º ano;3515152
Espírito Santo do Pinhal;Estadual;6,3;6,6;6,3;6,1;6,5;6,7;6,9;7,1;1º ao 5º ano;3515186
Espírito Santo do Pinhal;Municipal;6,5;6,3;6,8;6,7;6,5;6,7;6,9;7,1;1º ao 5º ano;3515186
Espírito Santo do Pinhal;Pública;6,4;6,5;6,6;6,4;6,4;6,6;6,8;7,0;1º ao 5º ano;3515186
Espírito Santo do Turvo;Municipal;6,5;6,4;6,5;6,8;6,1;6,3;6,6;6,8;1º ao 5º ano;3515194
Espírito Santo do Turvo;Pública;6,5;6,4;6,5;6,8;6,1;6,3;6,6;6,8;1º ao 5º ano;3515194
Estrela d'Oeste;Municipal;7,0;7,0;6,9;6,7;6,9;7,1;7,3;7,5;1º ao 5º ano;3515202
Estrela d'Oeste;Pública;7,0;7,0;6,9;6,7;6,9;7,1;7,3;7,5;1º ao 5º ano;3515202
Estrela do Norte;Municipal;6,2;6,7;6,2;6,4;5,4;5,7;5,9;6,2;1º ao 5º ano;3515301
Estrela do Norte;Pública;6,2;6,7;6,2;6,4;5,4;5,7;5,9;6,2;1º ao 5º ano;3515301
Euclides da Cunha Paulista;Municipal;5,6;6,3;6,7;6,0;5,3;5,6;5,9;6,1;1º ao 5º ano;3515350
Euclides da Cunha Paulista;Pública;5,6;6,3;6,7;6,0;5,3;5,6;5,9;6,1;1º ao 5º ano;3515350
Fartura;Municipal;7,3;7,5;7,4;6,5;6,9;7,1;7,2;7,4;1º ao 5º ano;3515400
Fartura;Pública;7,3;7,5;7,4;6,5;6,9;7,1;7,2;7,4;1º ao 5º ano;3515400
Fernandópolis;Estadual;6,8;6,1;6,1;5,7;6,6;6,9;7,1;7,3;1º ao 5º ano;3515509
Fernandópolis;Municipal;6,5;6,5;6,6;6,4;6,6;6,9;7,1;7,3;1º ao 5º ano;3515509
Fernandópolis;Pública;6,5;6,5;6,5;6,3;6,6;6,9;7,1;7,3;1º ao 5º ano;3515509
Fernando Prestes;Municipal;6,5;6,3;6,8;6,7;7,1;7,3;7,4;7,6;1º ao 5º ano;3515608
Fernando Prestes;Pública;6,5;6,3;6,8;6,7;7,1;7,3;7,4;7,6;1º ao 5º ano;3515608
Fernão;Municipal;6,0;6,7;6,5;5,4;6,0;6,2;6,5;6,7;1º ao 5º ano;3515657
Fernão;Pública;6,0;6,7;6,5;5,4;6,0;6,2;6,5;6,7;1º ao 5º ano;3515657
Ferraz de Vasconcelos;Estadual;4,6;;;;5,6;5,8;6,1;6,3;1º ao 5º ano;3515707
Ferraz de Vasconcelos;Municipal;5,9;6,1;6,1;5,9;5,7;6,0;6,2;6,5;1º ao 5º ano;3515707
Ferraz de Vasconcelos;Pública;5,9;6,1;6,1;5,9;5,6;5,9;6,1;6,4;1º ao 5º ano;3515707
Flora Rica;Municipal;;5,7;6,7;;5,9;6,1;6,4;6,6;1º ao 5º ano;3515806
Flora Rica;Pública;;5,7;6,7;;5,9;6,1;6,4;6,6;1º ao 5º ano;3515806
Floreal;Municipal;6,6;7,7;8,2;8,3;6,7;6,9;7,1;7,3;1º ao 5º ano;3515905
Floreal;Pública;6,6;7,7;8,2;8,3;6,7;6,9;7,1;7,3;1º ao 5º ano;3515905
Flórida Paulista;Estadual;;;;;5,6;5,8;6,1;6,4;1º ao 5º ano;3516002
Flórida Paulista;Municipal;6,7;6,2;6,8;6,4;6,4;6,6;6,8;7,0;1º ao 5º ano;3516002
Flórida Paulista;Pública;6,7;6,2;6,8;6,4;5,6;5,8;6,1;6,4;1º ao 5º ano;3516002
Florínea;Estadual;6,7;7,6;6,5;6,5;5,9;6,2;6,4;6,6;1º ao 5º ano;3516101
Florínea;Pública;6,7;7,6;6,5;6,5;5,9;6,2;6,4;6,6;1º ao 5º ano;3516101
Franca;Estadual;7,1;7,3;7,3;6,8;6,6;6,8;7,0;7,2;1º ao 5º ano;3516200
Franca;Municipal;6,9;7,1;7,0;6,3;6,2;6,4;6,7;6,9;1º ao 5º ano;3516200
Franca;Pública;7,1;7,2;7,1;6,5;6,5;6,7;6,9;7,1;1º ao 5º ano;3516200
Francisco Morato;Estadual;5,9;6,1;5,7;5,3;5,5;5,7;6,0;6,3;1º ao 5º ano;3516309
Francisco Morato;Municipal;5,5;5,8;6,2;5,7;5,7;5,9;6,2;6,4;1º ao 5º ano;3516309
Francisco Morato;Pública;5,5;5,8;6,1;5,7;5,6;5,9;6,1;6,4;1º ao 5º ano;3516309
Franco da Rocha;Estadual;5,9;6,2;6,2;5,6;5,6;5,9;6,2;6,4;1º ao 5º ano;3516408
Franco da Rocha;Municipal;5,7;5,8;5,7;5,7;5,7;6,0;6,2;6,5;1º ao 5º ano;3516408
Franco da Rocha;Pública;5,7;5,9;5,8;5,7;5,6;5,9;6,1;6,4;1º ao 5º ano;3516408
Gabriel Monteiro;Municipal;;7,6;7,6;7,3;6,3;6,6;6,8;7,0;1º ao 5º ano;3516507
Gabriel Monteiro;Pública;;7,6;7,6;7,3;6,3;6,6;6,8;7,0;1º ao 5º ano;3516507
Gália;Estadual;;;;;6,0;6,3;6,5;6,8;1º ao 5º ano;3516606
Gália;Municipal;6,7;6,2;6,4;5,8;6,6;6,9;7,1;7,3;1º ao 5º ano;3516606
Gália;Pública;6,7;6,2;6,4;5,8;6,0;6,3;6,5;6,8;1º ao 5º ano;3516606
Garça;Estadual;;;;;6,4;6,6;6,9;7,1;1º ao 5º ano;3516705
Garça;Municipal;6,0;6,1;6,2;6,0;6,0;6,3;6,5;6,7;1º ao 5º ano;3516705
Garça;Pública;6,0;6,1;6,2;6,0;6,4;6,6;6,8;7,0;1º ao 5º ano;3516705
Gastão Vidigal;Estadual;6,3;6,8;5,9;6,7;6,3;6,5;6,8;7,0;1º ao 5º ano;3516804
Gastão Vidigal;Pública;6,3;6,8;5,9;6,7;6,3;6,5;6,8;7,0;1º ao 5º ano;3516804
Gavião Peixoto;Estadual;;;;;6,4;6,6;6,9;7,1;1º ao 5º ano;3516853
Gavião Peixoto;Municipal;5,9;6,2;6,4;;5,7;5,9;6,2;6,5;1º ao 5º ano;3516853
Gavião Peixoto;Pública;5,9;6,2;6,4;;6,4;6,6;6,9;7,1;1º ao 5º ano;3516853
General Salgado;Estadual;;;6,0;;5,9;6,2;6,4;6,7;1º ao 5º ano;3516903
General Salgado;Municipal;5,9;6,5;6,2;6,3;6,7;6,9;7,1;7,3;1º ao 5º ano;3516903
General Salgado;Pública;6,0;6,5;6,1;6,3;6,7;6,9;7,1;7,3;1º ao 5º ano;3516903
Getulina;Estadual;;;;;5,4;5,6;5,9;6,2;1º ao 5º ano;3517000
Getulina;Municipal;5,4;6,1;6,2;5,5;5,5;5,7;6,0;6,2;1º ao 5º ano;3517000
Getulina;Pública;5,4;6,1;6,2;5,5;5,4;5,7;5,9;6,2;1º ao 5º ano;3517000
Glicério;Municipal;6,6;7,1;7,2;6,7;5,8;6,1;6,3;6,6;1º ao 5º ano;3517109
Glicério;Pública;6,6;7,1;7,2;6,7;5,8;6,1;6,3;6,6;1º ao 5º ano;3517109
Guaiçara;Estadual;;;;;5,6;5,9;6,1;6,4;1º ao 5º ano;3517208
Guaiçara;Municipal;5,9;6,3;6,3;5,8;6,2;6,4;6,7;6,9;1º ao 5º ano;3517208
Guaiçara;Pública;5,9;6,3;6,3;5,8;5,7;6,0;6,2;6,5;1º ao 5º ano;3517208
Guaimbê;Municipal;6,1;6,1;6,6;5,6;5,4;5,6;5,9;6,2;1º ao 5º ano;3517307
Guaimbê;Pública;6,1;6,1;6,6;5,6;5,4;5,6;5,9;6,2;1º ao 5º ano;3517307
Guaíra;Municipal;6,6;6,5;6,9;6,1;5,8;6,1;6,3;6,6;1º ao 5º ano;3517406
Guaíra;Pública;6,6;6,5;6,9;6,1;5,8;6,1;6,3;6,6;1º ao 5º ano;3517406
Guapiaçu;Municipal;5,8;6,4;6,0;5,6;6,0;6,2;6,5;6,7;1º ao 5º ano;3517505
Guapiaçu;Pública;5,8;6,4;6,0;5,6;6,0;6,2;6,5;6,7;1º ao 5º ano;3517505
Guapiara;Estadual;;;;;;;;;1º ao 5º ano;3517604
Guapiara;Municipal;6,0;6,1;6,1;5,6;6,2;6,4;6,6;6,9;1º ao 5º ano;3517604
