Localidade;Rede;IDEB 2015;IDEB 2017;IDEB 2019;IDEB 2021;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Elisiário;Pública;;4,7;5,0;5,2;;;4,9;5,1;Ensino médio;3514924
Embaúba;Estadual;;4,2;4,6;4,5;;;4,5;4,7;Ensino médio;3514957
Embaúba;Pública;;4,2;4,6;4,5;;;4,5;4,7;Ensino médio;3514957
Embu das Artes;Estadual;;3,7;4,2;4,5;;;3,9;4,1;Ensino médio;3515004
Embu das Artes;Pública;;3,7;4,2;4,5;;;3,9;4,1;Ensino médio;3515004
EmbuGuaçu;Estadual;;4,0;4,5;4,3;;;4,2;4,4;Ensino médio;3515103
EmbuGuaçu;Pública;;4,0;4,5;4,3;;;4,2;4,4;Ensino médio;3515103
Emilianópolis;Estadual;;3,6;;4,5;;;3,8;4,0;Ensino médio;3515129
Emilianópolis;Pública;;3,6;;4,5;;;3,8;4,0;Ensino médio;3515129
Engenheiro Coelho;Estadual;;3,5;4,2;;;;3,8;4,0;Ensino médio;3515152
Engenheiro Coelho;Pública;;3,5;4,2;;;;3,8;4,0;Ensino médio;3515152
Espírito Santo do Pinhal;Estadual;;4,4;4,8;4,5;;;4,6;4,8;Ensino médio;3515186
Espírito Santo do Pinhal;Pública;;4,4;4,8;4,5;;;4,6;4,8;Ensino médio;3515186
Espírito Santo do Turvo;Estadual;;4,0;;;;;4,2;4,4;Ensino médio;3515194
Espírito Santo do Turvo;Pública;;4,0;;;;;4,2;4,4;Ensino médio;3515194
Estrela d'Oeste;Estadual;;4,7;4,8;;;;4,9;5,2;Ensino médio;3515202
Estrela d'Oeste;Pública;;4,7;4,8;;;;4,9;5,2;Ensino médio;3515202
Estrela do Norte;Estadual;;4,1;4,5;4,4;;;4,3;4,5;Ensino médio;3515301
Estrela do Norte;Pública;;4,1;4,5;4,4;;;4,3;4,5;Ensino médio;3515301
Euclides da Cunha Paulista;Estadual;;3,9;4,4;4,5;;;4,2;4,4;Ensino médio;3515350
Euclides da Cunha Paulista;Pública;;3,9;4,4;4,5;;;4,2;4,4;Ensino médio;3515350
Fartura;Estadual;;4,7;5,3;4,8;;;4,9;5,1;Ensino médio;3515400
Fartura;Pública;;4,7;5,3;4,8;;;4,9;5,1;Ensino médio;3515400
Fernandópolis;Estadual;;4,4;4,9;5,0;;;4,6;4,8;Ensino médio;3515509
Fernandópolis;Pública;;4,4;4,9;5,0;;;4,6;4,8;Ensino médio;3515509
Fernando Prestes;Estadual;;4,4;5,1;4,2;;;4,6;4,8;Ensino médio;3515608
Fernando Prestes;Pública;;4,4;5,1;4,2;;;4,6;4,8;Ensino médio;3515608
Fernão;Estadual;;3,7;5,5;5,6;;;4,0;4,2;Ensino médio;3515657
Fernão;Pública;;3,7;5,5;5,6;;;4,0;4,2;Ensino médio;3515657
Ferraz de Vasconcelos;Estadual;;3,5;4,1;4,2;;;3,8;4,0;Ensino médio;3515707
Ferraz de Vasconcelos;Pública;;3,5;4,1;4,2;;;3,8;4,0;Ensino médio;3515707
Flora Rica;Estadual;;3,8;4,4;4,4;;;4,0;4,2;Ensino médio;3515806
Flora Rica;Pública;;3,8;4,4;4,4;;;4,0;4,2;Ensino médio;3515806
Floreal;Estadual;;4,1;5,1;5,3;;;4,3;4,5;Ensino médio;3515905
Floreal;Pública;;4,1;5,1;5,3;;;4,3;4,5;Ensino médio;3515905
Flórida Paulista;Estadual;;3,8;3,8;;;;4,0;4,2;Ensino médio;3516002
Flórida Paulista;Pública;;3,8;3,8;;;;4,0;4,2;Ensino médio;3516002
Florínea;Estadual;;4,7;5,0;4,2;;;4,9;5,2;Ensino médio;3516101
Florínea;Pública;;4,7;5,0;4,2;;;4,9;5,2;Ensino médio;3516101
Franca;Estadual;;4,2;4,5;4,5;;;4,4;4,6;Ensino médio;3516200
Franca;Pública;;4,2;4,5;4,5;;;4,4;4,6;Ensino médio;3516200
Francisco Morato;Estadual;;3,8;4,1;4,4;;;4,1;4,3;Ensino médio;3516309
Francisco Morato;Pública;;3,8;4,1;4,4;;;4,1;4,3;Ensino médio;3516309
Franco da Rocha;Estadual;;3,8;4,3;4,5;;;4,0;4,2;Ensino médio;3516408
Franco da Rocha;Pública;;3,8;4,3;4,5;;;4,0;4,2;Ensino médio;3516408
Gabriel Monteiro;Estadual;;5,0;;5,2;;;5,2;5,4;Ensino médio;3516507
Gabriel Monteiro;Pública;;5,0;;5,2;;;5,2;5,4;Ensino médio;3516507
Gália;Estadual;;3,6;;;;;3,9;4,1;Ensino médio;3516606
Gália;Pública;;3,6;;;;;3,9;4,1;Ensino médio;3516606
Garça;Estadual;;4,0;4,3;4,2;;;4,3;4,5;Ensino médio;3516705
Garça;Pública;;4,0;4,3;4,2;;;4,3;4,5;Ensino médio;3516705
Gastão Vidigal;Estadual;;4,2;4,9;5,1;;;4,4;4,6;Ensino médio;3516804
Gastão Vidigal;Pública;;4,2;4,9;5,1;;;4,4;4,6;Ensino médio;3516804
Gavião Peixoto;Estadual;;3,8;4,2;4,1;;;4,0;4,3;Ensino médio;3516853
Gavião Peixoto;Pública;;3,8;4,2;4,1;;;4,0;4,3;Ensino médio;3516853
General Salgado;Estadual;;4,6;5,0;5,4;;;4,9;5,1;Ensino médio;3516903
General Salgado;Pública;;4,6;5,0;5,4;;;4,9;5,1;Ensino médio;3516903
Getulina;Estadual;;2,9;;3,8;;;3,1;3,3;Ensino médio;3517000
Getulina;Pública;;2,9;;3,8;;;3,1;3,3;Ensino médio;3517000
Glicério;Estadual;;3,4;3,9;;;;3,6;3,9;Ensino médio;3517109
Glicério;Pública;;3,4;3,9;;;;3,6;3,9;Ensino médio;3517109
Guaiçara;Estadual;;3,3;4,2;;;;3,5;3,7;Ensino médio;3517208
Guaiçara;Pública;;3,3;4,2;;;;3,5;3,7;Ensino médio;3517208
Guaimbê;Estadual;;3,4;4,2;;;;3,6;3,9;Ensino médio;3517307
Guaimbê;Pública;;3,4;4,2;;;;3,6;3,9;Ensino médio;3517307
Guaíra;Estadual;;4,0;4,9;4,2;;;4,3;4,5;Ensino médio;3517406
Guaíra;Pública;;4,0;4,9;4,2;;;4,3;4,5;Ensino médio;3517406
Guapiaçu;Estadual;;4,0;4,8;4,0;;;4,2;4,4;Ensino médio;3517505
Guapiaçu;Pública;;4,0;4,8;4,0;;;4,2;4,4;Ensino médio;3517505
Guapiara;Estadual;;4,1;4,4;4,4;;;4,3;4,5;Ensino médio;3517604
Guapiara;Pública;;4,1;4,4;4,4;;;4,3;4,5;Ensino médio;3517604
Guará;Estadual;;3,4;4,1;3,9;;;3,7;3,9;Ensino médio;3517703
Guará;Pública;;3,4;4,1;3,9;;;3,7;3,9;Ensino médio;3517703
Guaraçaí;Estadual;;4,4;4,5;4,5;;;4,6;4,8;Ensino médio;3517802
Guaraçaí;Pública;;4,4;4,5;4,5;;;4,6;4,8;Ensino médio;3517802
Guaraci;Estadual;;3,9;4,3;4,2;;;4,2;4,4;Ensino médio;3517901
Guaraci;Pública;;3,9;4,3;4,2;;;4,2;4,4;Ensino médio;3517901
Guarani d'Oeste;Estadual;;4,7;;;;;4,9;5,1;Ensino médio;3518008
Guarani d'Oeste;Pública;;4,7;;;;;4,9;5,1;Ensino médio;3518008
Guarantã;Estadual;;2,8;3,3;3,4;;;3,0;3,2;Ensino médio;3518107
Guarantã;Pública;;2,8;3,3;3,4;;;3,0;3,2;Ensino médio;3518107
Guararapes;Estadual;;4,0;4,9;4,6;;;4,2;4,4;Ensino médio;3518206
Guararapes;Pública;;4,0;4,9;4,6;;;4,2;4,4;Ensino médio;3518206
Guararema;Estadual;;3,8;4,3;4,5;;;4,0;4,3;Ensino médio;3518305
Guararema;Pública;;3,8;4,3;4,5;;;4,0;4,3;Ensino médio;3518305
Guaratinguetá;Estadual;;3,9;4,5;4,8;;;4,1;4,3;Ensino médio;3518404
Guaratinguetá;Pública;;3,9;4,5;4,8;;;4,1;4,3;Ensino médio;3518404
Guareí;Estadual;;4,2;4,2;3,9;;;4,4;4,6;Ensino médio;3518503
Guareí;Pública;;4,2;4,2;3,9;;;4,4;4,6;Ensino médio;3518503
Guariba;Estadual;;4,3;4,7;4,6;;;4,5;4,7;Ensino médio;3518602
Guariba;Pública;;4,3;4,7;4,6;;;4,5;4,7;Ensino médio;3518602
Guarujá;Estadual;;3,5;4,1;4,0;;;3,7;3,9;Ensino médio;3518701
Guarujá;Pública;;3,5;4,1;4,0;;;3,7;3,9;Ensino médio;3518701
Guarulhos;Estadual;;3,6;4,2;4,3;;;3,8;4,1;Ensino médio;3518800
Guarulhos;Federal;;;;;;;;;Ensino médio;3518800
Guarulhos;Pública;;3,6;4,2;4,3;;;3,9;4,1;Ensino médio;3518800
Guatapará;Estadual;;3,6;4,1;;;;3,8;4,0;Ensino médio;3518859
Guatapará;Pública;;3,6;4,1;;;;3,8;4,0;Ensino médio;3518859
Guzolândia;Estadual;;4,8;5,2;4,8;;;5,0;5,2;Ensino médio;3518909
Guzolândia;Pública;;4,8;5,2;4,8;;;5,0;5,2;Ensino médio;3518909
Herculândia;Estadual;;3,9;3,9;;;;4,1;4,3;Ensino médio;3519006
Herculândia;Pública;;3,9;3,9;;;;4,1;4,3;Ensino médio;3519006
Holambra;Estadual;;4,0;4,7;;;;4,2;4,4;Ensino médio;3519055
Holambra;Pública;;4,0;4,7;;;;4,2;4,4;Ensino médio;3519055
Hortolândia;Estadual;;4,0;4,6;4,5;;;4,2;4,4;Ensino médio;3519071
Hortolândia;Federal;;;;5,3;;;;;Ensino médio;3519071
Hortolândia;Pública;;3,9;4,7;4,5;;;4,2;4,4;Ensino médio;3519071
Iacanga;Estadual;;4,2;;;;;4,5;4,7;Ensino médio;3519105
Iacanga;Pública;;4,2;;;;;4,5;4,7;Ensino médio;3519105
Iacri;Estadual;;3,6;4,5;;;;3,8;4,0;Ensino médio;3519204
Iacri;Pública;;3,6;4,5;;;;3,8;4,0;Ensino médio;3519204
Iaras;Estadual;;4,1;4,1;4,2;;;4,3;4,6;Ensino médio;3519253
Iaras;Pública;;4,1;4,1;4,2;;;4,3;4,6;Ensino médio;3519253
Ibaté;Estadual;;4,3;4,7;4,6;;;4,5;4,8;Ensino médio;3519303
Ibaté;Pública;;4,3;4,7;4,6;;;4,5;4,8;Ensino médio;3519303
Ibirá;Estadual;;3,9;4,0;;;;4,2;4,4;Ensino médio;3519402
Ibirá;Pública;;3,9;4,0;;;;4,2;4,4;Ensino médio;3519402
Ibirarema;Estadual;;3,1;;3,7;;;3,3;3,6;Ensino médio;3519501
Ibirarema;Pública;;3,1;;3,7;;;3,3;3,6;Ensino médio;3519501
Ibitinga;Estadual;;4,3;4,9;4,5;;;4,5;4,7;Ensino médio;3519600
Ibitinga;Pública;;4,3;4,9;4,5;;;4,5;4,7;Ensino médio;3519600
Ibiúna;Estadual;;4,0;4,6;4,3;;;4,3;4,5;Ensino médio;3519709
Ibiúna;Pública;;4,0;4,6;4,3;;;4,3;4,5;Ensino médio;3519709
Icém;Estadual;;3,9;4,2;4,4;;;4,1;4,4;Ensino médio;3519808
Icém;Pública;;3,9;4,2;4,4;;;4,1;4,4;Ensino médio;3519808
Iepê;Estadual;;4,0;4,4;4,4;;;4,2;4,4;Ensino médio;3519907
Iepê;Pública;;4,0;4,4;4,4;;;4,2;4,4;Ensino médio;3519907
Igaraçu do Tietê;Estadual;;3,4;4,1;3,7;;;3,6;3,8;Ensino médio;3520004
Igaraçu do Tietê;Pública;;3,4;4,1;3,7;;;3,6;3,8;Ensino médio;3520004
Igarapava;Estadual;;3,8;4,1;4,3;;;4,0;4,2;Ensino médio;3520103
Igarapava;Municipal;;3,9;;4,9;;;4,1;4,4;Ensino médio;3520103
Igarapava;Pública;;3,8;4,1;4,4;;;4,0;4,3;Ensino médio;3520103
Igaratá;Estadual;;3,9;4,0;4,9;;;4,1;4,4;Ensino médio;3520202
Igaratá;Pública;;3,9;4,0;4,9;;;4,1;4,4;Ensino médio;3520202
Iguape;Estadual;;4,1;4,8;4,5;;;4,3;4,5;Ensino médio;3520301
Iguape;Pública;;4,1;4,8;4,5;;;4,3;4,5;Ensino médio;3520301
Ilhabela;Estadual;;3,5;4,4;4,6;;;3,7;4,0;Ensino médio;3520400
Ilhabela;Pública;;3,5;4,4;4,6;;;3,7;4,0;Ensino médio;3520400
Ilha Comprida;Estadual;;4,1;4,9;;;;4,3;4,6;Ensino médio;3520426
Ilha Comprida;Pública;;4,1;4,9;;;;4,3;4,6;Ensino médio;3520426
Ilha Solteira;Estadual;;4,7;5,1;5,0;;;4,9;5,1;Ensino médio;3520442
Ilha Solteira;Federal;;;;;;;;;Ensino médio;3520442
Ilha Solteira;Pública;;4,7;5,0;5,2;;;4,9;5,1;Ensino médio;3520442
Indaiatuba;Estadual;;4,3;4,7;4,6;;;4,5;4,7;Ensino médio;3520509
Indaiatuba;Pública;;4,3;4,7;4,6;;;4,5;4,7;Ensino médio;3520509
Indiana;Estadual;;4,1;4,3;4,2;;;4,3;4,5;Ensino médio;3520608
Indiana;Pública;;4,1;4,3;4,2;;;4,3;4,5;Ensino médio;3520608
Indiaporã;Estadual;;3,4;4,4;5,1;;;3,6;3,8;Ensino médio;3520707
Indiaporã;Pública;;3,4;4,4;5,1;;;3,6;3,8;Ensino médio;3520707
Inúbia Paulista;Estadual;;4,1;4,4;;;;4,3;4,5;Ensino médio;3520806
Inúbia Paulista;Pública;;4,1;4,4;;;;4,3;4,5;Ensino médio;3520806
Ipaussu;Estadual;;4,4;5,3;5,1;;;4,6;4,9;Ensino médio;3520905
Ipaussu;Pública;;4,4;5,3;5,1;;;4,6;4,9;Ensino médio;3520905
Iperó;Estadual;;4,0;4,2;4,1;;;4,3;4,5;Ensino médio;3521002
Iperó;Pública;;4,0;4,2;4,1;;;4,3;4,5;Ensino médio;3521002
Ipeúna;Estadual;;4,2;4,6;4,4;;;4,4;4,6;Ensino médio;3521101
Ipeúna;Pública;;4,2;4,6;4,4;;;4,4;4,6;Ensino médio;3521101
Ipiguá;Estadual;;4,2;4,5;;;;4,4;4,6;Ensino médio;3521150
Ipiguá;Pública;;4,2;4,5;;;;4,4;4,6;Ensino médio;3521150
Iporanga;Estadual;;3,3;3,8;;;;3,5;3,7;Ensino médio;3521200
Iporanga;Pública;;3,3;3,8;;;;3,5;3,7;Ensino médio;3521200
Ipuã;Estadual;;3,5;4,2;;;;3,7;4,0;Ensino médio;3521309
Ipuã;Pública;;3,5;4,2;;;;3,7;4,0;Ensino médio;3521309
Iracemápolis;Estadual;;4,2;4,9;4,6;;;4,5;4,7;Ensino médio;3521408
Iracemápolis;Pública;;4,2;4,9;4,6;;;4,5;4,7;Ensino médio;3521408
Irapuã;Estadual;;3,9;4,6;4,4;;;4,1;4,3;Ensino médio;3521507
Irapuã;Pública;;3,9;4,6;4,4;;;4,1;4,3;Ensino médio;3521507
Irapuru;Estadual;;3,9;4,7;4,4;;;4,1;4,3;Ensino médio;3521606
Irapuru;Pública;;3,9;4,7;4,4;;;4,1;4,3;Ensino médio;3521606
Itaberá;Estadual;;4,2;4,6;4,5;;;4,4;4,6;Ensino médio;3521705
Itaberá;Pública;;4,2;4,6;4,5;;;4,4;4,6;Ensino médio;3521705
Itaí;Estadual;;3,6;4,5;4,3;;;3,8;4,1;Ensino médio;3521804
Itaí;Pública;;3,6;4,5;4,3;;;3,8;4,1;Ensino médio;3521804
Itajobi;Estadual;;3,4;;4,2;;;3,6;3,9;Ensino médio;3521903
Itajobi;Pública;;3,4;;4,2;;;3,6;3,9;Ensino médio;3521903
Itaju;Estadual;;5,0;4,5;;;;5,2;5,4;Ensino médio;3522000
Itaju;Pública;;5,0;4,5;;;;5,2;5,4;Ensino médio;3522000
Itanhaém;Estadual;;3,7;4,2;4,6;;;3,9;4,1;Ensino médio;3522109
Itanhaém;Pública;;3,7;4,2;4,6;;;3,9;4,1;Ensino médio;3522109
Itaoca;Estadual;;4,2;4,4;4,4;;;4,4;4,7;Ensino médio;3522158
Itaoca;Pública;;4,2;4,4;4,4;;;4,4;4,7;Ensino médio;3522158
Itapecerica da Serra;Estadual;;4,0;4,6;4,5;;;4,2;4,4;Ensino médio;3522208
Itapecerica da Serra;Pública;;4,0;4,6;4,5;;;4,2;4,4;Ensino médio;3522208
Itapetininga;Estadual;;4,1;4,6;4,4;;;4,3;4,5;Ensino médio;3522307
Itapetininga;Federal;;;6,5;;;;;6,7;Ensino médio;3522307
Itapetininga;Pública;;4,1;4,7;4,5;;;4,3;4,5;Ensino médio;3522307
Itapeva;Estadual;;4,4;5,0;4,7;;;4,6;4,8;Ensino médio;3522406
Itapeva;Pública;;4,4;5,0;4,7;;;4,6;4,8;Ensino médio;3522406
Itapevi;Estadual;;3,5;4,0;4,1;;;3,7;3,9;Ensino médio;3522505
Itapevi;Pública;;3,5;4,0;4,1;;;3,7;3,9;Ensino médio;3522505
Itapira;Estadual;;4,0;4,7;4,9;;;4,2;4,4;Ensino médio;3522604
Itapira;Pública;;4,0;4,7;4,9;;;4,2;4,4;Ensino médio;3522604
Itapirapuã Paulista;Estadual;;3,9;4,4;4,0;;;4,1;4,3;Ensino médio;3522653
Itapirapuã Paulista;Pública;;3,9;4,4;4,0;;;4,1;4,3;Ensino médio;3522653
Itápolis;Estadual;;4,4;4,7;4,6;;;4,6;4,8;Ensino médio;3522703
Itápolis;Pública;;4,4;4,7;4,6;;;4,6;4,8;Ensino médio;3522703
Itaporanga;Estadual;;4,1;4,6;4,1;;;4,3;4,5;Ensino médio;3522802
Itaporanga;Pública;;4,1;4,6;4,1;;;4,3;4,5;Ensino médio;3522802
Itapuí;Estadual;;4,1;4,2;;;;4,3;4,5;Ensino médio;3522901
Itapuí;Pública;;4,1;4,2;;;;4,3;4,5;Ensino médio;3522901
Itapura;Estadual;;4,0;4,5;4,2;;;4,2;4,4;Ensino médio;3523008
Itapura;Pública;;4,0;4,5;4,2;;;4,2;4,4;Ensino médio;3523008
Itaquaquecetuba;Estadual;;3,4;3,9;4,2;;;3,6;3,8;Ensino médio;3523107
Itaquaquecetuba;Federal;;;5,9;;;;;6,1;Ensino médio;3523107
Itaquaquecetuba;Pública;;3,4;3,9;4,2;;;3,6;3,9;Ensino médio;3523107
Itararé;Estadual;;3,7;4,8;4,5;;;3,9;4,1;Ensino médio;3523206
Itararé;Pública;;3,7;4,8;4,5;;;3,9;4,1;Ensino médio;3523206
Itariri;Estadual;;3,6;4,2;4,0;;;3,8;4,1;Ensino médio;3523305
Itariri;Pública;;3,6;4,2;4,0;;;3,8;4,1;Ensino médio;3523305
Itatiba;Estadual;;4,4;5,2;5,2;;;4,6;4,8;Ensino médio;3523404
Itatiba;Pública;;4,4;5,2;5,2;;;4,6;4,8;Ensino médio;3523404
Itatinga;Estadual;;4,2;4,6;4,4;;;4,4;4,6;Ensino médio;3523503
Itatinga;Pública;;4,2;4,6;4,4;;;4,4;4,6;Ensino médio;3523503
Itirapina;Estadual;;4,0;4,9;;;;4,2;4,4;Ensino médio;3523602
Itirapina;Pública;;4,0;4,9;;;;4,2;4,4;Ensino médio;3523602
Itirapuã;Estadual;;3,4;4,0;;;;3,6;3,8;Ensino médio;3523701
Itirapuã;Pública;;3,4;4,0;;;;3,6;3,8;Ensino médio;3523701
Itobi;Estadual;;3,0;3,4;;;;3,2;3,4;Ensino médio;3523800
Itobi;Pública;;3,0;3,4;;;;3,2;3,4;Ensino médio;3523800
Itu;Estadual;;4,0;4,6;4,5;;;4,2;4,4;Ensino médio;3523909
Itu;Pública;;4,0;4,6;4,5;;;4,2;4,4;Ensino médio;3523909
Itupeva;Estadual;;4,1;4,5;4,4;;;4,3;4,5;Ensino médio;3524006
Itupeva;Pública;;4,1;4,5;4,4;;;4,3;4,5;Ensino médio;3524006
Ituverava;Estadual;;3,4;4,7;4,6;;;3,6;3,9;Ensino médio;3524105
Ituverava;Pública;;3,4;4,7;4,6;;;3,6;3,9;Ensino médio;3524105
Jaborandi;Estadual;;4,6;4,7;4,1;;;4,8;5,0;Ensino médio;3524204
Jaborandi;Pública;;4,6;4,7;4,1;;;4,8;5,0;Ensino médio;3524204
Jaboticabal;Estadual;;3,9;4,4;4,7;;;4,1;4,3;Ensino médio;3524303
Jaboticabal;Pública;;3,9;4,4;4,7;;;4,1;4,3;Ensino médio;3524303
Jacareí;Estadual;;4,0;4,4;4,6;;;4,2;4,5;Ensino médio;3524402
Jacareí;Federal;;;;;;;;;Ensino médio;3524402
Jacareí;Pública;;4,0;4,5;4,7;;;4,2;4,5;Ensino médio;3524402
Jaci;Estadual;;4,3;;;;;4,6;4,8;Ensino médio;3524501
Jaci;Pública;;4,3;;;;;4,6;4,8;Ensino médio;3524501
Jacupiranga;Estadual;;4,4;4,4;4,9;;;4,6;4,8;Ensino médio;3524600
Jacupiranga;Pública;;4,4;4,4;4,9;;;4,6;4,8;Ensino médio;3524600
Jaguariúna;Estadual;;4,5;4,9;4,6;;;4,7;4,9;Ensino médio;3524709
Jaguariúna;Pública;;4,5;4,9;4,6;;;4,7;4,9;Ensino médio;3524709
Jales;Estadual;;4,7;5,0;4,8;;;4,9;5,1;Ensino médio;3524808
Jales;Pública;;4,7;5,0;4,8;;;4,9;5,1;Ensino médio;3524808
Jambeiro;Estadual;;4,4;4,7;3,9;;;4,6;4,8;Ensino médio;3524907
Jambeiro;Pública;;4,4;4,7;3,9;;;4,6;4,8;Ensino médio;3524907
Jandira;Estadual;;3,8;4,5;4,3;;;4,0;4,2;Ensino médio;3525003
Jandira;Pública;;3,8;4,5;4,3;;;4,0;4,2;Ensino médio;3525003
Jardinópolis;Estadual;;3,2;4,2;3,9;;;3,4;3,6;Ensino médio;3525102
Jardinópolis;Pública;;3,2;4,2;3,9;;;3,4;3,6;Ensino médio;3525102
Jarinu;Estadual;;4,1;4,7;4,6;;;4,3;4,5;Ensino médio;3525201
Jarinu;Pública;;4,1;4,7;4,6;;;4,3;4,5;Ensino médio;3525201
Jaú;Estadual;;4,3;5,0;4,6;;;4,5;4,8;Ensino médio;3525300
Jaú;Pública;;4,3;5,0;4,6;;;4,5;4,8;Ensino médio;3525300
Jeriquara;Estadual;;3,8;4,3;4,1;;;4,0;4,2;Ensino médio;3525409
Jeriquara;Pública;;3,8;4,3;4,1;;;4,0;4,2;Ensino médio;3525409
Joanópolis;Estadual;;4,8;4,8;4,4;;;5,0;5,2;Ensino médio;3525508
Joanópolis;Pública;;4,8;4,8;4,4;;;5,0;5,2;Ensino médio;3525508
João Ramalho;Estadual;;3,9;4,6;4,3;;;4,1;4,3;Ensino médio;3525607
João Ramalho;Pública;;3,9;4,6;4,3;;;4,1;4,3;Ensino médio;3525607
José Bonifácio;Estadual;;4,1;4,3;4,4;;;4,3;4,5;Ensino médio;3525706
José Bonifácio;Pública;;4,1;4,3;4,4;;;4,3;4,5;Ensino médio;3525706
Júlio Mesquita;Estadual;;3,4;4,2;;;;3,7;3,9;Ensino médio;3525805
Júlio Mesquita;Pública;;3,4;4,2;;;;3,7;3,9;Ensino médio;3525805
Jumirim;Estadual;;4,2;4,9;5,0;;;4,4;4,6;Ensino médio;3525854
Jumirim;Pública;;4,2;4,9;5,0;;;4,4;4,6;Ensino médio;3525854
Jundiaí;Estadual;;4,3;4,9;5,0;;;4,5;4,7;Ensino médio;3525904
Jundiaí;Federal;;;;6,0;;;;;Ensino médio;3525904
Jundiaí;Pública;;4,3;4,9;5,0;;;4,5;4,7;Ensino médio;3525904
Junqueirópolis;Estadual;;4,7;5,0;5,0;;;4,9;5,1;Ensino médio;3526001
Junqueirópolis;Pública;;4,7;5,0;5,0;;;4,9;5,1;Ensino médio;3526001
Juquiá;Estadual;;4,2;4,2;4,2;;;4,5;4,7;Ensino médio;3526100
Juquiá;Pública;;4,2;4,2;4,2;;;4,5;4,7;Ensino médio;3526100
Juquitiba;Estadual;;4,1;4,7;4,4;;;4,3;4,6;Ensino médio;3526209
Juquitiba;Pública;;4,1;4,7;4,4;;;4,3;4,6;Ensino médio;3526209
Lagoinha;Estadual;;4,5;4,8;5,3;;;4,7;4,9;Ensino médio;3526308
Lagoinha;Pública;;4,5;4,8;5,3;;;4,7;4,9;Ensino médio;3526308
Laranjal Paulista;Estadual;;3,7;4,3;4,4;;;3,9;4,1;Ensino médio;3526407
Laranjal Paulista;Pública;;3,7;4,3;4,4;;;3,9;4,1;Ensino médio;3526407
Lavínia;Estadual;;5,0;5,7;5,0;;;5,2;5,4;Ensino médio;3526506
Lavínia;Pública;;5,0;5,7;5,0;;;5,2;5,4;Ensino médio;3526506
Lavrinhas;Estadual;;2,9;3,7;4,2;;;3,1;3,3;Ensino médio;3526605
Lavrinhas;Pública;;2,9;3,7;4,2;;;3,1;3,3;Ensino médio;3526605
Leme;Estadual;;4,2;4,6;4,7;;;4,4;4,6;Ensino médio;3526704
Leme;Pública;;4,2;4,6;4,7;;;4,4;4,6;Ensino médio;3526704
Lençóis Paulista;Estadual;;3,7;4,9;4,8;;;3,9;4,1;Ensino médio;3526803
Lençóis Paulista;Pública;;3,7;4,9;4,8;;;3,9;4,1;Ensino médio;3526803
Limeira;Estadual;;4,2;4,8;4,6;;;4,4;4,6;Ensino médio;3526902
Limeira;Pública;;4,2;4,8;4,6;;;4,4;4,6;Ensino médio;3526902
Lindóia;Estadual;;4,3;5,1;5,2;;;4,5;4,8;Ensino médio;3527009
Lindóia;Pública;;4,3;5,1;5,2;;;4,5;4,8;Ensino médio;3527009
Lins;Estadual;;3,7;4,0;4,3;;;4,0;4,2;Ensino médio;3527108
Lins;Pública;;3,7;4,0;4,3;;;4,0;4,2;Ensino médio;3527108
Lorena;Estadual;;3,6;4,2;4,4;;;3,8;4,0;Ensino médio;3527207
Lorena;Pública;;3,6;4,2;4,4;;;3,8;4,0;Ensino médio;3527207
Lourdes;Estadual;;4,6;;4,8;;;4,8;5,0;Ensino médio;3527256
Lourdes;Pública;;4,6;;4,8;;;4,8;5,0;Ensino médio;3527256
Louveira;Estadual;;4,2;4,9;4,7;;;4,4;4,6;Ensino médio;3527306
Louveira;Pública;;4,2;4,9;4,7;;;4,4;4,6;Ensino médio;3527306
Lucélia;Estadual;;3,9;4,5;4,3;;;4,1;4,3;Ensino médio;3527405
Lucélia;Pública;;3,9;4,5;4,3;;;4,1;4,3;Ensino médio;3527405
Lucianópolis;Estadual;;4,2;4,8;4,0;;;4,4;4,7;Ensino médio;3527504
Lucianópolis;Pública;;4,2;4,8;4,0;;;4,4;4,7;Ensino médio;3527504
Luís Antônio;Estadual;;3,4;3,8;;;;3,6;3,8;Ensino médio;3527603
Luís Antônio;Pública;;3,4;3,8;;;;3,6;3,8;Ensino médio;3527603
Luiziânia;Estadual;;3,6;4,9;4,6;;;3,8;4,1;Ensino médio;3527702
Luiziânia;Pública;;3,6;4,9;4,6;;;3,8;4,1;Ensino médio;3527702
Lupércio;Estadual;;3,7;4,4;;;;3,9;4,1;Ensino médio;3527801
Lupércio;Pública;;3,7;4,4;;;;3,9;4,1;Ensino médio;3527801
Lutécia;Estadual;;4,0;5,1;4,3;;;4,3;4,5;Ensino médio;3527900
Lutécia;Pública;;4,0;5,1;4,3;;;4,3;4,5;Ensino médio;3527900
Macatuba;Estadual;;4,2;5,1;4,4;;;4,4;4,6;Ensino médio;3528007
Macatuba;Pública;;4,2;5,1;4,4;;;4,4;4,6;Ensino médio;3528007
Macaubal;Estadual;;4,0;4,4;4,2;;;4,2;4,4;Ensino médio;3528106
Macaubal;Pública;;4,0;4,4;4,2;;;4,2;4,4;Ensino médio;3528106
Macedônia;Estadual;;4,9;5,0;4,7;;;5,1;5,3;Ensino médio;3528205
Macedônia;Pública;;4,9;5,0;4,7;;;5,1;5,3;Ensino médio;3528205
