cod_ibge;municipio;ano;de_00a03anos;de_04e05anos;de_06a10anos;de_11a14anos;de_15a17anos;populacao_total;ate17anos;demais_idades;partic_ate17anos
3529500;Mendonça;2045;117;61;164;146;122;4.941;610;4.331;12,35
3529609;Meridiano;2045;84;44;118;103;83;3.263;432;2.831;13,24
3529658;Mesópolis;2045;72;36;93;77;60;1.844;338;1.506;18,33
3529708;Miguelópolis;2045;861;441;1.148;963;744;22.242;4.157;18.085;18,69
3529807;Mineiros do Tietê;2045;487;249;642;534;420;13.012;2.332;10.680;17,92
3529906;Miracatu;2045;1.019;518;1.328;1.096;842;20.926;4.803;16.123;22,95
3530003;Mira Estrela;2045;82;42;114;100;82;2.857;420;2.437;14,7
3530102;Mirandópolis;2045;967;494;1.254;1.027;774;28.645;4.516;24.129;15,77
3530201;Mirante do Paranapanema;2045;594;306;803;688;547;18.048;2.938;15.110;16,28
3530300;Mirassol;2045;1.763;913;2.373;2.013;1.598;59.023;8.660;50.363;14,67
3530409;Mirassolândia;2045;181;95;238;199;157;5.158;870;4.288;16,87
3530508;Mococa;2045;1.965;1.022;2.661;2.260;1.787;62.697;9.695;53.002;15,46
3530607;Mogi das Cruzes;2045;19.857;10.055;25.709;21.386;16.673;498.879;93.680;405.199;18,78
3530706;Mogi-Guaçu;2045;5.103;2.634;6.801;5.701;4.481;153.811;24.720;129.091;16,07
3530805;Moji Mirim;2045;2.819;1.460;3.759;3.154;2.532;89.294;13.724;75.570;15,37
3530904;Mombuca;2045;138;69;180;148;116;3.377;651;2.726;19,28
3531001;Monções;2045;67;34;89;74;56;2.020;320;1.700;15,84
3531100;Mongaguá;2045;2.949;1.491;3.788;3.131;2.438;65.324;13.797;51.527;21,12
3531209;Monte Alegre do Sul;2045;242;125;331;286;227;7.975;1.211;6.764;15,18
3531308;Monte Alto;2045;1.335;687;1.792;1.522;1.213;46.208;6.549;39.659;14,17
3531407;Monte Aprazível;2045;655;341;894;765;612;23.330;3.267;20.063;14
3531506;Monte Azul Paulista;2045;496;256;658;552;438;16.223;2.400;13.823;14,79
3531605;Monte Castelo;2045;92;47;125;111;90;3.586;465;3.121;12,97
3531704;Monteiro Lobato;2045;156;76;209;181;144;4.710;766;3.944;16,26
3531803;Monte Mor;2045;3.047;1.557;3.973;3.284;2.564;75.539;14.425;61.114;19,1
3531902;Morro Agudo;2045;1.531;778;1.978;1.625;1.253;37.051;7.165;29.886;19,34
3532009;Morungaba;2045;558;284;729;609;474;14.703;2.654;12.049;18,05
3532058;Motuca;2045;156;81;209;178;142;4.871;766;4.105;15,73
3532108;Murutinga do Sul;2045;94;50;135;122;102;3.919;503;3.416;12,83
3532157;Nantes;2045;140;74;186;157;125;3.594;682;2.912;18,98
3532207;Narandiba;2045;243;122;309;254;198;5.604;1.126;4.478;20,09
3532306;Natividade da Serra;2045;273;140;355;298;232;6.682;1.298;5.384;19,43
3532405;Nazaré Paulista;2045;828;421;1.078;894;699;20.831;3.920;16.911;18,82
3532504;Neves Paulista;2045;168;87;230;201;163;7.500;849;6.651;11,32
3532603;Nhandeara;2045;226;119;314;272;220;9.419;1.151;8.268;12,22
3532702;Nipoã;2045;204;104;264;216;168;5.626;956;4.670;16,99
3532801;Nova Aliança;2045;203;104;271;234;189;6.654;1.001;5.653;15,04
3532827;Nova Campina;2045;557;280;712;590;462;11.768;2.601;9.167;22,1
3532843;Nova Canaã Paulista;2045;39;18;52;46;37;1.511;192;1.319;12,71
3532868;Nova Castilho;2045;40;20;51;44;36;1.178;191;987;16,21
3532900;Nova Europa;2045;435;223;582;497;393;12.239;2.130;10.109;17,4
3533007;Nova Granada;2045;727;375;973;823;651;22.338;3.549;18.789;15,89
3533106;Nova Guataporanga;2045;59;30;79;68;55;2.031;291;1.740;14,33
3533205;Nova Independência;2045;160;82;213;182;143;4.360;780;3.580;17,89
3533254;Novais;2045;243;124;318;264;207;6.547;1.156;5.391;17,66
3533304;Nova Lusitânia;2045;164;84;217;180;141;4.616;786;3.830;17,03
3533403;Nova Odessa;2045;2.013;1.039;2.701;2.289;1.810;62.856;9.852;53.004;15,67
3533502;Novo Horizonte;2045;1.318;676;1.755;1.495;1.187;39.554;6.431;33.123;16,26
3533601;Nuporanga;2045;224;115;298;254;205;7.352;1.096;6.256;14,91
3533700;Ocauçu;2045;141;74;188;157;123;3.946;683;3.263;17,31
3533809;Óleo;2045;88;43;114;98;75;2.239;418;1.821;18,67
3533908;Olímpia;2045;1.672;865;2.243;1.888;1.485;53.017;8.153;44.864;15,38
3534005;Onda Verde;2045;155;82;209;176;138;4.500;760;3.740;16,89
3534104;Oriente;2045;203;104;268;226;179;6.137;980;5.157;15,97
3534203;Orindiúva;2045;276;141;367;310;246;8.043;1.340;6.703;16,66
3534302;Orlândia;2045;1.476;757;1.954;1.637;1.285;43.080;7.109;35.971;16,5
3534401;Osasco;2045;29.167;14.765;37.060;30.065;23.317;709.587;134.374;575.213;18,94
3534500;Oscar Bressane;2045;68;35;91;76;62;2.213;332;1.881;15
3534609;Osvaldo Cruz;2045;771;407;1.049;911;759;28.854;3.897;24.957;13,51
3534708;Ourinhos;2045;4.255;2.184;5.607;4.657;3.628;116.542;20.331;96.211;17,45
3534757;Ouroeste;2045;392;200;511;424;337;11.125;1.864;9.261;16,76
3534807;Ouro Verde;2045;334;172;443;373;293;8.741;1.615;7.126;18,48
3534906;Pacaembu;2045;301;156;408;345;242;12.265;1.452;10.813;11,84
3535002;Palestina;2045;352;182;474;409;331;12.313;1.748;10.565;14,2
3535101;Palmares Paulista;2045;534;276;713;604;474;15.394;2.601;12.793;16,9
3535200;Palmeira d'Oeste;2045;214;110;294;255;206;7.931;1.079;6.852;13,6
3535309;Palmital;2045;747;385;986;816;634;20.671;3.568;17.103;17,26
3535408;Panorama;2045;599;307;795;670;524;15.925;2.895;13.030;18,18
3535507;Paraguaçu Paulista;2045;1.545;793;2.044;1.717;1.351;44.583;7.450;37.133;16,71
3535606;Paraibuna;2045;831;420;1.060;866;669;19.495;3.846;15.649;19,73
3535705;Paraíso;2045;212;109;284;241;189;6.413;1.035;5.378;16,14
3535804;Paranapanema;2045;904;457;1.170;973;763;22.984;4.267;18.717;18,57
3535903;Paranapuã;2045;102;54;142;125;101;3.693;524;3.169;14,19
3536000;Parapuã;2045;261;135;357;308;246;9.297;1.307;7.990;14,06
3536109;Pardinho;2045;371;187;469;382;294;7.836;1.703;6.133;21,73
3536208;Pariquera-Açu;2045;816;415;1.071;887;688;20.194;3.877;16.317;19,2
3536257;Parisi;2045;56;27;75;63;49;1.917;270;1.647;14,08
3536307;Patrocínio Paulista;2045;741;373;950;778;597;16.735;3.439;13.296;20,55
3536406;Paulicéia;2045;323;164;421;349;274;8.125;1.531;6.594;18,84
3536505;Paulínia;2045;4.894;2.511;6.442;5.359;4.203;129.428;23.409;106.019;18,09
3536570;Paulistânia;2045;48;26;67;60;49;1.688;250;1.438;14,81
3536604;Paulo de Faria;2045;293;152;391;328;257;8.301;1.421;6.880;17,12
3536703;Pederneiras;2045;1.668;856;2.227;1.895;1.509;48.920;8.155;40.765;16,67
3536802;Pedra Bela;2045;207;105;268;223;177;5.901;980;4.921;16,61
3536901;Pedranópolis;2045;52;28;73;65;52;2.099;270;1.829;12,86
3537008;Pedregulho;2045;675;344;879;721;555;16.876;3.174;13.702;18,81
3537107;Pedreira;2045;1.629;840;2.172;1.824;1.438;50.626;7.903;42.723;15,61
3537156;Pedrinhas Paulista;2045;80;42;109;94;76;2.888;401;2.487;13,89
3537206;Pedro de Toledo;2045;532;271;698;588;462;12.269;2.551;9.718;20,79
3537305;Penápolis;2045;1.975;1.011;2.614;2.205;1.752;59.719;9.557;50.162;16
3537404;Pereira Barreto;2045;863;446;1.157;973;761;24.650;4.200;20.450;17,04
3537503;Pereiras;2045;336;172;449;376;297;9.318;1.630;7.688;17,49
3537602;Peruíbe;2045;3.959;1.998;5.015;4.023;3.022;76.791;18.017;58.774;23,46
3537701;Piacatu;2045;219;112;290;244;192;6.396;1.057;5.339;16,53
3537800;Piedade;2045;1.987;1.016;2.627;2.213;1.741;53.873;9.584;44.289;17,79
3537909;Pilar do Sul;2045;1.285;652;1.658;1.360;1.049;30.071;6.004;24.067;19,97
3538006;Pindamonhangaba;2045;6.207;3.174;8.214;6.942;5.491;176.436;30.028;146.408;17,02
3538105;Pindorama;2045;509;262;681;578;460;16.397;2.490;13.907;15,19
3538204;Pinhalzinho;2045;496;257;675;587;472;15.909;2.487;13.422;15,63
3538303;Piquerobi;2045;107;56;143;121;95;3.338;522;2.816;15,64
3538501;Piquete;2045;448;230;595;503;392;12.729;2.168;10.561;17,03
3538600;Piracaia;2045;940;482;1.238;1.040;824;26.719;4.524;22.195;16,93
3538709;Piracicaba;2045;12.440;6.440;16.746;14.155;11.159;395.778;60.940;334.838;15,4
3538808;Piraju;2045;962;493;1.268;1.063;842;27.106;4.628;22.478;17,07
3538907;Pirajuí;2045;658;347;874;734;578;22.698;3.191;19.507;14,06
3539004;Pirangi;2045;297;154;398;336;267;10.159;1.452;8.707;14,29
3539103;Pirapora do Bom Jesus;2045;982;499;1.291;1.097;866;24.274;4.735;19.539;19,51
3539202;Pirapozinho;2045;1.068;546;1.399;1.169;927;29.722;5.109;24.613;17,19
3539301;Pirassununga;2045;2.204;1.141;2.988;2.556;2.029;72.885;10.918;61.967;14,98
3539400;Piratininga;2045;465;240;627;534;423;14.030;2.289;11.741;16,32
3539509;Pitangueiras;2045;1.671;850;2.172;1.800;1.402;42.707;7.895;34.812;18,49
3539608;Planalto;2045;268;136;342;276;210;6.027;1.232;4.795;20,44
3539707;Platina;2045;180;93;232;187;142;4.010;834;3.176;20,8
3539806;Poá;2045;5.372;2.718;6.887;5.633;4.334;126.826;24.944;101.882;19,67
3539905;Poloni;2045;178;92;237;199;158;5.601;864;4.737;15,43
3540002;Pompéia;2045;653;334;877;749;595;22.059;3.208;18.851;14,54
3540101;Pongaí;2045;80;43;107;91;73;2.937;394;2.543;13,42
3540200;Pontal;2045;2.257;1.156;2.979;2.495;1.945;59.053;10.832;48.221;18,34
3540259;Pontalinda;2045;188;93;242;196;152;4.855;871;3.984;17,94
3540309;Pontes Gestal;2045;91;45;118;99;77;2.470;430;2.040;17,41
3540408;Populina;2045;98;51;135;117;93;3.443;494;2.949;14,35
3540507;Porangaba;2045;343;176;462;397;317;9.982;1.695;8.287;16,98
3540606;Porto Feliz;2045;1.843;944;2.445;2.055;1.615;53.038;8.902;44.136;16,78
3540705;Porto Ferreira;2045;1.805;932;2.405;2.009;1.568;55.041;8.719;46.322;15,84
3540754;Potim;2045;686;361;937;802;609;22.109;3.395;18.714;15,36
3540804;Potirendaba;2045;519;269;693;586;462;16.863;2.529;14.334;15
3540853;Pracinha;2045;63;35;83;73;64;2.973;318;2.655;10,7
3540903;Pradópolis;2045;930;473;1.206;1.002;782;24.858;4.393;20.465;17,67
3541000;Praia Grande;2045;14.993;7.674;19.800;16.609;13.038;378.929;72.114;306.815;19,03
3541059;Pratânia;2045;248;124;319;267;208;6.053;1.166;4.887;19,26
3541109;Presidente Alves;2045;116;57;154;131;103;3.698;561;3.137;15,17
3541208;Presidente Bernardes;2045;321;167;436;379;310;12.556;1.613;10.943;12,85
3541307;Presidente Epitácio;2045;1.462;757;1.964;1.664;1.312;42.373;7.159;35.214;16,9
3541406;Presidente Prudente;2045;6.948;3.593;9.315;7.873;6.238;223.038;33.967;189.071;15,23
3541505;Presidente Venceslau;2045;1.013;522;1.362;1.155;918;35.695;4.970;30.725;13,92
3541604;Promissão;2045;1.716;882;2.270;1.895;1.477;44.740;8.240;36.500;18,42
3541653;Quadra;2045;147;74;197;166;129;4.234;713;3.521;16,84
3541703;Quatá;2045;576;298;767;638;498;15.163;2.777;12.386;18,31
3541802;Queiroz;2045;147;76;199;173;136;3.919;731;3.188;18,65
3541901;Queluz;2045;493;255;664;563;444;13.740;2.419;11.321;17,61
3542008;Quitana;2045;230;119;303;254;202;6.980;1.108;5.872;15,87
3542107;Rafard;2045;380;194;492;404;310;9.487;1.780;7.707;18,76
3542206;Rancharia;2045;941;486;1.257;1.067;846;27.964;4.597;23.367;16,44
3542305;Redenção da Serra;2045;132;70;177;150;117;3.674;646;3.028;17,58
3542404;Regente Feijó;2045;612;315;819;691;549;19.581;2.986;16.595;15,25
3542503;Reginópolis;2045;140;85;190;179;216;6.811;810;6.001;11,89
3542602;Registro;2045;2.125;1.085;2.805;2.357;1.845;55.278;10.217;45.061;18,48
3542701;Restinga;2045;390;200;513;426;330;8.872;1.859;7.013;20,95
3542800;Ribeira;2045;140;75;184;155;120;3.237;674;2.563;20,82
3542909;Ribeirão Bonito;2045;573;293;746;615;475;14.180;2.702;11.478;19,06
3543006;Ribeirão Branco;2045;709;358;937;810;640;17.438;3.454;13.984;19,81
3543105;Ribeirão Corrente;2045;220;113;287;239;185;5.246;1.044;4.202;19,9
3543204;Ribeirão do Sul;2045;126;67;170;145;114;3.958;622;3.336;15,72
3543238;Ribeirão dos Índios;2045;54;28;75;64;53;1.945;274;1.671;14,09
3543253;Ribeirão Grande;2045;311;160;404;334;260;7.723;1.469;6.254;19,02
3543303;Ribeirão Pires;2045;3.969;2.038;5.234;4.368;3.442;119.663;19.051;100.612;15,92
3543402;Ribeirão Preto;2045;22.703;11.710;30.315;25.597;20.324;733.026;110.649;622.377;15,09
3543501;Riversul;2045;235;120;310;261;204;5.426;1.130;4.296;20,83
3543600;Rifaina;2045;102;54;141;123;96;3.314;516;2.798;15,57
3543709;Rincão;2045;375;193;502;424;334;10.459;1.828;8.631;17,48
3543808;Rinópolis;2045;274;142;371;314;244;8.892;1.345;7.547;15,13
3543907;Rio Claro;2045;6.364;3.293;8.573;7.281;5.803;208.319;31.314;177.005;15,03
3544004;Rio das Pedras;2045;1.362;709;1.852;1.572;1.233;39.224;6.728;32.496;17,15
3544103;Rio Grande da Serra;2045;2.080;1.067;2.762;2.332;1.834;57.213;10.075;47.138;17,61
3544202;Riolândia;2045;477;242;620;512;384;12.605;2.235;10.370;17,73
3544251;Rosana;2045;545;280;731;630;503;17.078;2.689;14.389;15,75
3544301;Roseira;2045;477;245;620;511;393;11.781;2.246;9.535;19,06
3544400;Rubiácea;2045;113;59;155;134;106;3.563;567;2.996;15,91
3544509;Rubinéia;2045;86;44;116;99;80;2.864;425;2.439;14,84
3544608;Sabino;2045;216;110;281;230;180;5.550;1.017;4.533;18,32
3544707;Sagres;2045;72;39;98;85;68;2.251;362;1.889;16,08
3544806;Sales;2045;214;110;280;237;189;6.278;1.030;5.248;16,41
3544905;Sales Oliveira;2045;360;188;487;414;329;11.964;1.778;10.186;14,86
3545001;Salesópolis;2045;883;442;1.114;906;700;18.745;4.045;14.700;21,58
3545100;Salmourão;2045;172;89;229;201;162;5.257;853;4.404;16,23
3545159;Saltinho;2045;186;98;262;230;189;7.825;965;6.860;12,33
3545209;Salto;2045;4.118;2.114;5.473;4.614;3.640;122.467;19.959;102.508;16,3
3545308;Salto de Pirapora;2045;1.938;984;2.516;2.091;1.630;47.949;9.159;38.790;19,1
3545407;Salto Grande;2045;411;208;530;435;334;9.558;1.918;7.640;20,07
3545506;Sandovalina;2045;204;100;261;218;170;4.905;953;3.952;19,43
3545605;Santa Adélia;2045;467;244;635;541;429;14.786;2.316;12.470;15,66
3545704;Santa Albertina;2045;114;59;160;143;115;4.974;591;4.383;11,88
3545803;Santa Bárbara d'Oeste;2045;5.643;2.898;7.492;6.329;4.997;188.067;27.359;160.708;14,55
3546009;Santa Branca;2045;466;240;634;542;431;14.169;2.313;11.856;16,32
3546108;Santa Clara d'Oeste;2045;52;28;70;61;48;1.768;259;1.509;14,65
3546207;Santa Cruz da Conceição;2045;112;59;159;143;116;4.415;589;3.826;13,34
3546256;Santa Cruz da Esperança;2045;80;38;104;90;70;2.193;382;1.811;17,42
3546306;Santa Cruz das Palmeiras;2045;1.385;709;1.819;1.517;1.188;37.764;6.618;31.146;17,52
3546405;Santa Cruz do Rio Pardo;2045;1.743;892;2.305;1.934;1.511;47.703;8.385;39.318;17,58
3546504;Santa Ernestina;2045;172;89;232;196;154;5.377;843;4.534;15,68
3546603;Santa Fé do Sul;2045;822;428;1.114;958;778;30.096;4.100;25.996;13,62
3546702;Santa Gertrudes;2045;1.240;638;1.650;1.374;1.064;32.672;5.966;26.706;18,26
3546801;Santa Isabel;2045;2.468;1.253;3.185;2.618;2.018;60.034;11.542;48.492;19,23
3546900;Santa Lucia;2045;383;196;499;409;313;9.006;1.800;7.206;19,99
3547007;Santa Maria da Serra;2045;341;171;435;354;273;7.426;1.574;5.852;21,2
3547106;Santa Mercedes;2045;94;50;129;111;88;2.792;472;2.320;16,91
3547205;Santana da Ponte Pensa;2045;24;14;38;32;24;1.195;132;1.063;11,05
3547304;Santana de Parnaíba;2045;7.490;3.774;9.597;7.966;6.240;184.496;35.067;149.429;19,01
3547403;Santa Rita d'Oeste;2045;49;27;67;56;46;1.948;245;1.703;12,58
3547502;Santa Rita do Passa Quatro;2045;770;397;1.019;856;673;24.726;3.715;21.011;15,02
3547601;Santa Rosa do Viterbo;2045;840;435;1.127;960;770;26.372;4.132;22.240;15,67
3547650;Santa Salete;2045;32;20;48;41;32;1.274;173;1.101;13,58
3547700;Santo Anastácio;2045;657;335;862;724;571;19.195;3.149;16.046;16,41
3547809;Santo André;2045;24.089;12.240;30.862;25.259;19.817;675.412;112.267;563.145;16,62
3547908;Santo Antonio da Alegria;2045;202;105;275;238;192;6.617;1.012;5.605;15,29
3548005;Santo Antonio da Posse;2045;873;450;1.167;984;774;25.147;4.248;20.899;16,89
3548054;Santo Antonio do Aracanguá;2045;255;132;348;298;240;8.537;1.273;7.264;14,91
3548104;Santo Antonio do Jardim;2045;170;88;232;200;157;5.539;847;4.692;15,29
3548203;Santo Antonio do Pinhal;2045;266;136;350;293;230;6.791;1.275;5.516;18,77
3548302;Santo Expedito;2045;112;57;148;125;99;3.118;541;2.577;17,35
3548401;Santópolis do Aguapeí;2045;179;93;238;200;157;5.032;867;4.165;17,23
3548500;Santos;2045;15.943;8.086;20.334;16.548;12.887;431.221;73.798;357.423;17,11
3548609;São Bento do Sapucaí;2045;333;171;449;386;309;10.186;1.648;8.538;16,18
3548708;São Bernardo do Campo;2045;30.250;15.337;38.785;31.898;24.992;830.428;141.262;689.166;17,01
3548807;São Caetano do Sul;2045;4.050;2.087;5.353;4.442;3.478;137.776;19.410;118.366;14,09
3548906;São Carlos;2045;7.530;3.916;10.213;8.663;6.854;251.794;37.176;214.618;14,76
3549003;São Francisco;2045;72;37;98;86;68;2.372;361;2.011;15,22
3549102;São João da Boa Vista;2045;2.399;1.241;3.273;2.831;2.258;83.855;12.002;71.853;14,31
3549201;São João das Duas Pontes;2045;64;32;86;74;59;2.190;315;1.875;14,38
3549250;São João de Iracema;2045;56;28;75;63;49;1.793;271;1.522;15,11
3549300;São João do Pau d'Alho;2045;40;24;57;50;42;1.665;213;1.452;12,79
3549409;São Joaquim da Barra;2045;1.791;919;2.378;1.998;1.568;52.743;8.654;44.089;16,41
3549508;São José da Bela Vista;2045;381;194;503;428;336;9.255;1.842;7.413;19,9
3549607;São José do Barreiro;2045;152;78;205;174;138;4.068;747;3.321;18,36
3549706;São José do Rio Pardo;2045;1.668;856;2.207;1.848;1.459;51.708;8.038;43.670;15,54
3549805;São José do Rio Preto;2045;13.504;7.009;18.195;15.379;12.203;457.598;66.290;391.308;14,49
3549904;São José dos Campos;2045;28.685;14.724;37.732;31.336;24.575;788.396;137.052;651.344;17,38
3549953;São Lourenço da Serra;2045;700;355;914;766;603;17.805;3.338;14.467;18,75
3550001;São Luís do Paraitinga;2045;399;202;514;426;333;10.571;1.874;8.697;17,73
3550100;São Manuel;2045;1.426;731;1.884;1.589;1.249;40.103;6.879;33.224;17,15
3550209;São Miguel Arcanjo;2045;1.424;722;1.841;1.521;1.184;34.127;6.692;27.435;19,61
3550308;São Paulo;2045;478.305;242.560;608.618;493.544;383.420;12.335.711;2.206.447;10.129.264;17,89
3550407;São Pedro;2045;1.184;610;1.598;1.371;1.096;36.076;5.859;30.217;16,24
3550506;São Pedro do Turvo;2045;296;152;384;323;254;7.455;1.409;6.046;18,9
3550605;São Roque;2045;3.135;1.610;4.163;3.514;2.785;92.938;15.207;77.731;16,36
3550704;São Sebastião;2045;4.159;2.145;5.463;4.482;3.516;104.580;19.765;84.815;18,9
3550803;São Sebastião da Grama;2045;359;187;486;415;333;11.345;1.780;9.565;15,69
3550902;São Simão;2045;492;252;661;565;451;14.964;2.421;12.543;16,18
3551009;São Vicente;2045;15.220;7.782;19.927;16.473;12.700;387.351;72.102;315.249;18,61
3551108;Sarapuí;2045;468;237;616;522;411;11.649;2.254;9.395;19,35
3551207;Sarutaiá;2045;156;78;203;170;133;3.699;740;2.959;20,01
3551306;Sebastianópolis do Sul;2045;80;41;111;95;77;3.200;404;2.796;12,63
3551405;Serra Azul;2045;455;234;608;522;395;13.787;2.214;11.573;16,06
3551504;Serrana;2045;1.993;1.017;2.612;2.174;1.696;50.826;9.492;41.334;18,68
3551603;Serra Negra;2045;786;404;1.054;898;718;26.515;3.860;22.655;14,56
3551702;Sertãozinho;2045;4.508;2.303;5.914;4.933;3.866;130.262;21.524;108.738;16,52
3551801;Sete Barras;2045;631;318;811;670;515;13.157;2.945;10.212;22,38
3551900;Severínia;2045;670;342;885;744;585;18.924;3.226;15.698;17,05
3552007;Silveiras;2045;258;132;341;285;225;6.695;1.241;5.454;18,54
3552106;Socorro;2045;1.206;621;1.611;1.369;1.091;38.376;5.898;32.478;15,37
3552205;Sorocaba;2045;24.319;12.435;32.052;27.011;21.426;713.448;117.243;596.205;16,43
3552304;Sud Mennucci;2045;294;148;379;313;243;7.773;1.377;6.396;17,72
3552403;Sumaré;2045;11.658;6.019;15.578;13.036;10.151;331.647;56.442;275.205;17,02
3552502;Suzano;2045;13.932;7.055;17.937;14.780;11.466;331.835;65.170;266.665;19,64
3552551;Suzanópolis;2045;194;97;248;204;158;4.575;901;3.674;19,69
3552601;Tabapuã;2045;351;179;470;397;318;11.640;1.715;9.925;14,73
3552700;Tabatinga;2045;615;317;821;691;542;16.979;2.986;13.993;17,59
3552809;Taboão da Serra;2045;15.549;7.879;19.786;15.910;12.099;343.208;71.223;271.985;20,75
3552908;Taciba;2045;216;111;291;249;197;6.322;1.064;5.258;16,83
3553005;Taguaí;2045;713;363;914;745;575;16.369;3.310;13.059;20,22
3553104;Taiaçu;2045;179;93;245;211;170;5.947;898;5.049;15,1
3553203;Taiúva;2045;122;67;169;150;134;5.676;642;5.034;11,31
3553302;Tambaú;2045;848;438;1.123;936;732;22.869;4.077;18.792;17,83
3553401;Tanabi;2045;724;373;965;817;645;24.021;3.524;20.497;14,67
3553500;Tapiraí;2045;328;166;432;368;288;7.828;1.582;6.246;20,21
3553609;Tapiratiba;2045;356;183;477;414;336;11.890;1.766;10.124;14,85
3553658;Taquaral;2045;92;49;124;106;83;2.692;454;2.238;16,86
3553708;Taquaritinga;2045;1.766;912;2.370;2.004;1.577;52.488;8.629;43.859;16,44
3553807;Taquarituba;2045;953;483;1.226;1.015;791;23.581;4.468;19.113;18,95
3553856;Taquarivaí;2045;296;152;384;322;254;6.767;1.408;5.359;20,81
3553906;Tarabaí;2045;302;156;400;336;267;8.075;1.461;6.614;18,09
3553955;Tarumã;2045;680;340;868;715;555;16.930;3.158;13.772;18,65
3554003;Tatuí;2045;5.642;2.850;7.241;5.971;4.631;137.174;26.335;110.839;19,2
3554102;Taubaté;2045;11.163;5.731;14.827;12.491;9.817;326.791;54.029;272.762;16,53
3554201;Tejupá;2045;225;113;289;242;187;4.850;1.056;3.794;21,77
3554300;Teodoro Sampaio;2045;834;429;1.114;945;746;23.350;4.068;19.282;17,42
3554409;Terra Roxa;2045;353;182;464;384;297;9.704;1.680;8.024;17,31
3554508;Tietê;2045;1.696;868;2.219;1.838;1.428;45.790;8.049;37.741;17,58
3554607;Timburi;2045;80;38;104;90;70;2.312;382;1.930;16,52
3554656;Torre de Pedra;2045;84;40;107;91;73;2.308;395;1.913;17,11
3554706;Torrinha;2045;273;139;366;314;252;9.478;1.344;8.134;14,18
3554755;Trabiju;2045;64;32;86;72;59;1.865;313;1.552;16,78
3554805;Tremembé;2045;1.541;796;2.083;1.782;1.374;50.624;7.576;43.048;14,97
3554904;Três Fronteiras;2045;162;82;215;182;145;5.301;786;4.515;14,83
3554953;Tuiuti;2045;218;113;295;253;201;6.885;1.080;5.805;15,69
3555000;Tupã;2045;1.690;876;2.287;1.945;1.534;57.465;8.332;49.133;14,5
3555109;Tupi Paulista;2045;320;164;432;373;295;13.728;1.584;12.144;11,54
3555208;Turiúba;2045;40;20;55;47;36;1.662;198;1.464;11,91
3555307;Turmalina;2045;40;17;50;45;36;1.409;188;1.221;13,34
3555356;Ubarana;2045;269;139;362;308;243;6.959;1.321;5.638;18,98
3555406;Ubatuba;2045;3.691;1.890;4.877;4.110;3.256;100.918;17.824;83.094;17,66
3555505;Ubirajara;2045;188;97;248;206;160;4.895;899;3.996;18,37
3555604;Uchôa;2045;254;132;348;302;243;9.137;1.279;7.858;14
3555703;União Paulista;2045;84;42;107;88;68;1.947;389;1.558;19,98
3555802;Urânia;2045;185;98;261;229;185;7.553;958;6.595;12,68
3555901;Uru;2045;32;20;46;37;30;1.095;165;930;15,07
3556008;Urupês;2045;387;198;513;435;346;12.637;1.879;10.758;14,87
3556107;Valentim Gentil;2045;457;235;609;516;411;14.130;2.228;11.902;15,77
3556206;Valinhos;2045;4.047;2.103;5.452;4.595;3.655;134.960;19.852;115.108;14,71
3556305;Valparaíso;2045;891;455;1.163;958;728;25.339;4.195;21.144;16,56
3556354;Vargem;2045;308;164;432;383;311;10.945;1.598;9.347;14,6
3556404;Vargem Grande do Sul;2045;1.640;840;2.152;1.785;1.390;43.242;7.807;35.435;18,05
3556453;Vargem Grande Paulista;2045;3.242;1.626;4.075;3.284;2.501;69.724;14.728;54.996;21,12
3556503;Várzea Paulista;2045;4.884;2.516;6.456;5.347;4.167;132.926;23.370;109.556;17,58
3556602;Vera Cruz;2045;326;168;440;373;295;9.833;1.602;8.231;16,29
3556701;Vinhedo;2045;2.943;1.516;3.902;3.255;2.546;88.633;14.162;74.471;15,98
3556800;Viradouro;2045;656;337;865;721;566;19.239;3.145;16.094;16,35
3556909;Vista Alegre do Alto;2045;275;142;369;313;252;8.938;1.351;7.587;15,12
3556958;Vitória Brasil;2045;48;22;63;54;43;1.646;230;1.416;13,97
3557006;Votorantim;2045;4.929;2.518;6.455;5.370;4.191;130.520;23.463;107.057;17,98
3557105;Votuporanga;2045;2.562;1.322;3.432;2.921;2.353;91.024;12.590;78.434;13,83
3557154;Zacarias;2045;80;41;108;94;74;2.670;397;2.273;14,87
3557204;Chavantes;2045;517;262;667;543;414;12.183;2.403;9.780;19,72
3557303;Estiva Gerbi;2045;380;198;515;443;357;11.753;1.893;9.860;16,11
3500105;Adamantina;2050;889;463;1.193;991;772;30.686;4.308;26.378;14,04
3500204;Adolfo;2050;78;40;106;89;70;2.903;383;2.520;13,19
3500303;Aguaí;2050;1.497;765;1.959;1.621;1.250;39.702;7.092;32.610;17,86
3500402;Águas da Prata;2050;192;101;264;226;180;7.160;963;6.197;13,45
3500501;Águas de Lindóia;2050;724;369;942;769;580;18.477;3.384;15.093;18,31
3500550;Águas de Santa Bárbara;2050;227;116;296;245;190;6.119;1.074;5.045;17,55
3500600;Águas de São Pedro;2050;112;55;142;116;91;3.272;516;2.756;15,77
3500709;Agudos;2050;1.263;650;1.681;1.402;1.088;36.297;6.084;30.213;16,76
3500758;Alambari;2050;238;122;313;266;213;6.924;1.152;5.772;16,64
