cod_ibge;municipio;ano;de_00a03anos;de_04e05anos;de_06a10anos;de_11a14anos;de_15a17anos;populacao_total;ate17anos;demais_idades;partic_ate17anos
3500808;Alfredo Marcondes;2050;93;48;127;106;84;3.470;458;3.012;13,2
3500907;Altair;2050;132;69;178;148;115;4.089;642;3.447;15,7
3501004;Altinópolis;2050;454;237;605;505;393;14.379;2.194;12.185;15,26
3501103;Alto Alegre;2050;96;50;131;111;88;3.479;476;3.003;13,68
3501152;Alumínio;2050;741;380;971;804;625;19.403;3.521;15.882;18,15
3501202;Álvares Florence;2050;53;28;76;66;55;2.679;278;2.401;10,38
3501301;Álvares Machado;2050;674;346;907;776;619;22.793;3.322;19.471;14,57
3501400;Álvaro de Carvalho;2050;204;101;259;213;168;5.730;945;4.785;16,49
3501509;Alvinlândia;2050;156;78;197;162;123;3.399;716;2.683;21,07
3501608;Americana;2050;6.880;3.577;9.331;7.896;6.196;239.899;33.880;206.019;14,12
3501707;Américo Brasiliense;2050;1.735;884;2.259;1.868;1.443;46.946;8.189;38.757;17,44
3501806;Américo de Campos;2050;135;70;185;158;127;5.032;675;4.357;13,41
3501905;Amparo;2050;1.862;966;2.526;2.143;1.687;66.509;9.184;57.325;13,81
3502002;Analândia;2050;187;94;248;208;163;5.503;900;4.603;16,35
3502101;Andradina;2050;1.662;855;2.221;1.868;1.463;52.610;8.069;44.541;15,34
3502200;Angatuba;2050;1.035;527;1.345;1.110;860;27.118;4.877;22.241;17,98
3502309;Anhembi;2050;312;156;402;334;263;8.097;1.467;6.630;18,12
3502408;Anhumas;2050;130;65;172;145;114;4.045;626;3.419;15,48
3502507;Aparecida;2050;1.157;600;1.545;1.282;986;33.935;5.570;28.365;16,41
3502606;Aparecida d'Oeste;2050;93;48;124;106;86;3.218;457;2.761;14,2
3502705;Apiaí;2050;1.026;520;1.323;1.084;838;25.539;4.791;20.748;18,76
3502754;Araçariguama;2050;1.126;564;1.443;1.202;922;26.690;5.257;21.433;19,7
3502804;Araçatuba;2050;5.251;2.730;7.121;6.018;4.719;180.238;25.839;154.399;14,34
3502903;Araçoiaba da Serra;2050;1.648;830;2.094;1.723;1.335;40.138;7.630;32.508;19,01
3503000;Aramina;2050;171;90;227;188;147;5.463;823;4.640;15,06
3503109;Arandu;2050;215;110;281;231;181;5.980;1.018;4.962;17,02
3503158;Arapeí;2050;77;39;100;83;64;2.272;363;1.909;15,98
3503208;Araraquara;2050;6.483;3.372;8.730;7.309;5.742;227.989;31.636;196.353;13,88
3503307;Araras;2050;3.971;2.054;5.337;4.504;3.546;136.181;19.412;116.769;14,25
3503356;Arco-Íris;2050;43;22;59;50;39;1.465;213;1.252;14,54
3503406;Arealva;2050;258;132;339;283;222;8.017;1.234;6.783;15,39
3503505;Areias;2050;180;89;230;190;149;4.165;838;3.327;20,12
3503604;Areiópolis;2050;432;221;567;474;366;11.382;2.060;9.322;18,1
3503703;Ariranha;2050;320;164;424;358;278;9.722;1.544;8.178;15,88
3503802;Artur Nogueira;2050;1.971;1.012;2.615;2.210;1.751;61.317;9.559;51.758;15,59
3503901;Arujá;2050;5.105;2.557;6.421;5.201;3.961;113.342;23.245;90.097;20,51
3503950;Aspásia;2050;40;23;57;47;37;1.509;204;1.305;13,52
3504008;Assis;2050;3.165;1.638;4.245;3.554;2.759;102.600;15.361;87.239;14,97
3504107;Atibaia;2050;5.700;2.909;7.424;6.109;4.692;151.049;26.834;124.215;17,77
3504206;Auriflama;2050;331;174;456;387;306;13.153;1.654;11.499;12,58
3504305;Avaí;2050;179;93;237;197;156;5.437;862;4.575;15,85
3504404;Avanhandava;2050;502;254;645;526;406;13.279;2.333;10.946;17,57
3504503;Avaré;2050;2.885;1.489;3.868;3.239;2.505;87.837;13.986;73.851;15,92
3504602;Bady Bassitt;2050;456;237;618;526;422;16.618;2.259;14.359;13,59
3504701;Balbinos;2050;35;20;49;43;13;3.615;160;3.455;4,43
3504800;Bálsamo;2050;226;118;307;258;204;7.978;1.113;6.865;13,95
3504909;Bananal;2050;424;214;546;449;346;11.134;1.979;9.155;17,77
3505005;Barão de Antonina;2050;140;72;183;152;119;3.722;666;3.056;17,89
3505104;Barbosa;2050;360;176;449;369;284;8.375;1.638;6.737;19,56
3505203;Bariri;2050;1.134;582;1.501;1.260;988;34.867;5.465;29.402;15,67
3505302;Barra Bonita;2050;814;428;1.116;940;738;30.619;4.036;26.583;13,18
3505351;Barra do Chapéu;2050;288;145;361;296;226;6.207;1.316;4.891;21,2
3505401;Barra do Turvo;2050;384;196;498;408;314;8.305;1.800;6.505;21,67
3505500;Barretos;2050;3.381;1.765;4.605;3.880;3.048;114.250;16.679;97.571;14,6
3505609;Barrinha;2050;1.503;765;1.956;1.611;1.238;37.761;7.073;30.688;18,73
3505708;Barueri;2050;14.435;7.299;18.410;14.751;10.916;299.366;65.811;233.555;21,98
3505807;Bastos;2050;668;342;887;738;571;18.926;3.206;15.720;16,94
3505906;Batatais;2050;1.787;924;2.402;2.036;1.610;60.362;8.759;51.603;14,51
3506003;Bauru;2050;10.585;5.497;14.349;12.135;9.514;357.488;52.080;305.408;14,57
3506102;Bebedouro;2050;1.728;909;2.386;2.029;1.608;63.454;8.660;54.794;13,65
3506201;Bento de Abreu;2050;117;60;152;125;98;3.223;552;2.671;17,13
3506300;Bernardino de Campos;2050;379;193;496;412;318;10.174;1.798;8.376;17,67
3506359;Bertioga;2050;4.222;2.094;5.284;4.339;3.332;90.118;19.271;70.847;21,38
3506409;Bilac;2050;221;114;294;244;191;7.784;1.064;6.720;13,67
3506508;Birigui;2050;3.503;1.817;4.739;4.017;3.172;125.744;17.248;108.496;13,72
3506607;Biritiba Mirim;2050;1.560;786;1.995;1.650;1.284;38.828;7.275;31.553;18,74
3506706;Boa Esperança do Sul;2050;570;292;749;622;486;15.490;2.719;12.771;17,55
3506805;Bocaina;2050;467;239;615;516;403;13.505;2.240;11.265;16,59
3506904;Bofete;2050;502;253;642;537;423;12.956;2.357;10.599;18,19
3507001;Boituva;2050;2.454;1.254;3.212;2.661;2.059;68.494;11.640;56.854;16,99
3507100;Bom Jesus dos Perdões;2050;1.096;556;1.413;1.170;917;29.571;5.152;24.419;17,42
3507159;Bom Sucesso de Itararé;2050;233;114;291;236;180;4.641;1.054;3.587;22,71
3507209;Borá;2050;19;12;27;22;18;722;98;624;13,57
3507308;Boracéia;2050;204;107;265;219;169;5.287;964;4.323;18,23
3507407;Borborema;2050;433;224;582;495;391;14.828;2.125;12.703;14,33
3507456;Borebi;2050;111;56;144;120;93;2.915;524;2.391;17,98
3507506;Botucatu;2050;4.901;2.530;6.512;5.421;4.235;149.631;23.599;126.032;15,77
3507605;Bragança Paulista;2050;5.978;3.067;7.864;6.521;5.082;177.277;28.512;148.765;16,08
3507704;Braúna;2050;193;99;259;219;173;6.081;943;5.138;15,51
3507753;Brejo Alegre;2050;78;40;106;89;71;2.799;384;2.415;13,72
3507803;Brodowski;2050;808;417;1.071;899;713;25.882;3.908;21.974;15,1
3507902;Brotas;2050;948;488;1.242;1.031;804;26.231;4.513;21.718;17,2
3508009;Buri;2050;1.146;570;1.448;1.188;904;23.359;5.256;18.103;22,5
3508108;Buritama;2050;529;274;707;590;462;16.483;2.562;13.921;15,54
3508207;Buritizal;2050;139;70;185;154;119;4.352;667;3.685;15,33
3508306;Cabrália Paulista;2050;137;70;184;156;121;4.091;668;3.423;16,33
3508405;Cabreúva;2050;2.432;1.239;3.144;2.583;2.007;62.154;11.405;50.749;18,35
3508504;Caçapava;2050;3.282;1.691;4.349;3.602;2.768;93.623;15.692;77.931;16,76
3508603;Cachoeira Paulista;2050;1.112;572;1.480;1.240;969;32.781;5.373;27.408;16,39
3508702;Caconde;2050;624;319;823;691;546;18.320;3.003;15.317;16,39
3508801;Cafelândia;2050;612;315;808;672;517;17.249;2.924;14.325;16,95
3508900;Caiabu;2050;142;74;186;154;117;3.939;673;3.266;17,09
3509007;Caieiras;2050;4.120;2.104;5.409;4.519;3.538;117.647;19.690;97.957;16,74
3509106;Caiuá;2050;188;93;244;207;165;5.927;897;5.030;15,13
3509205;Cajamar;2050;4.447;2.240;5.642;4.583;3.497;103.923;20.409;83.514;19,64
3509254;Cajati;2050;1.406;721;1.844;1.512;1.158;32.401;6.641;25.760;20,5
3509304;Cajobi;2050;268;139;360;303;240;9.643;1.310;8.333;13,58
3509403;Cajuru;2050;1.096;558;1.416;1.158;891;28.168;5.119;23.049;18,17
3509452;Campina do Monte Alegre;2050;234;118;303;250;193;5.959;1.098;4.861;18,43
3509502;Campinas;2050;37.952;19.503;49.928;41.397;32.380;1.200.940;181.160;1.019.780;15,08
3509601;Campo Limpo Paulista;2050;3.054;1.567;4.075;3.452;2.690;89.373;14.838;74.535;16,6
3509700;Campos do Jordão;2050;2.211;1.122;2.849;2.319;1.764;51.696;10.265;41.431;19,86
3509809;Campos Novos Paulista;2050;200;101;258;214;167;5.168;940;4.228;18,19
3509908;Cananéia;2050;568;293;748;611;468;13.271;2.688;10.583;20,25
3509957;Canas;2050;248;126;319;263;204;5.997;1.160;4.837;19,34
3510005;Cândido Mota;2050;824;429;1.116;941;740;26.847;4.050;22.797;15,09
3510104;Cândido Rodrigues;2050;64;31;85;72;56;2.353;308;2.045;13,09
3510153;Canitar;2050;260;131;333;277;216;6.097;1.217;4.880;19,96
3510203;Capão Bonito;2050;1.865;949;2.424;2.005;1.555;46.069;8.798;37.271;19,1
3510302;Capela do Alto;2050;1.082;540;1.372;1.134;885;26.106;5.013;21.093;19,2
3510401;Capivari;2050;2.230;1.136;2.912;2.421;1.877;60.378;10.576;49.802;17,52
3510500;Caraguatatuba;2050;5.123;2.592;6.604;5.454;4.223;133.455;23.996;109.459;17,98
3510609;Carapicuíba;2050;17.786;9.053;23.103;18.888;14.279;425.783;83.109;342.674;19,52
3510708;Cardoso;2050;326;169;441;376;297;10.614;1.609;9.005;15,16
3510807;Casa Branca;2050;1.020;519;1.333;1.102;854;29.474;4.828;24.646;16,38
3510906;Cássia dos Coqueiros;2050;68;32;89;75;59;2.185;323;1.862;14,78
3511003;Castilho;2050;838;428;1.101;923;727;23.647;4.017;19.630;16,99
3511102;Catanduva;2050;3.045;1.597;4.162;3.508;2.759;108.837;15.071;93.766;13,85
3511201;Catiguá;2050;224;116;303;257;204;7.349;1.104;6.245;15,02
3511300;Cedral;2050;253;130;340;288;229;9.179;1.240;7.939;13,51
3511409;Cerqueira César;2050;816;416;1.055;872;678;21.366;3.837;17.529;17,96
3511508;Cerquilho;2050;1.755;903;2.310;1.920;1.508;54.411;8.396;46.015;15,43
3511607;Cesário Lange;2050;665;341;871;719;555;18.577;3.151;15.426;16,96
3511706;Charqueada;2050;687;350;896;741;574;18.977;3.248;15.729;17,12
3511904;Clementina;2050;384;195;500;417;317;9.879;1.813;8.066;18,35
3512001;Colina;2050;496;257;670;561;437;16.216;2.421;13.795;14,93
3512100;Colômbia;2050;234;119;302;246;186;5.854;1.087;4.767;18,57
3512209;Conchal;2050;1.136;579;1.478;1.216;937;29.551;5.346;24.205;18,09
3512308;Conchas;2050;698;356;908;749;577;17.795;3.288;14.507;18,48
3512407;Cordeirópolis;2050;988;502;1.291;1.070;829;28.557;4.680;23.877;16,39
3512506;Coroados;2050;173;90;234;200;159;6.195;856;5.339;13,82
3512605;Coronel Macedo;2050;163;81;213;179;139;4.536;775;3.761;17,09
3512704;Corumbataí;2050;126;66;170;144;114;3.908;620;3.288;15,86
3512803;Cosmópolis;2050;2.933;1.505;3.878;3.241;2.541;85.990;14.098;71.892;16,39
3512902;Cosmorama;2050;155;82;215;182;145;5.924;779;5.145;13,15
3513009;Cotia;2050;14.846;7.437;18.683;15.145;11.551;331.909;67.662;264.247;20,39
3513108;Cravinhos;2050;1.191;607;1.570;1.315;1.033;35.949;5.716;30.233;15,9
3513207;Cristais Paulista;2050;304;156;402;338;267;9.098;1.467;7.631;16,12
3513306;Cruzália;2050;56;28;75;63;48;1.734;270;1.464;15,57
3513405;Cruzeiro;2050;2.893;1.485;3.822;3.165;2.433;79.367;13.798;65.569;17,39
3513504;Cubatão;2050;5.213;2.670;6.863;5.703;4.425;140.211;24.874;115.337;17,74
3513603;Cunha;2050;691;353;904;749;586;20.312;3.283;17.029;16,16
3513702;Descalvado;2050;842;441;1.154;978;771;31.162;4.186;26.976;13,43
3513801;Diadema;2050;17.383;8.790;22.145;17.947;13.714;415.777;79.979;335.798;19,24
3513850;Dirce Reis;2050;42;23;59;49;38;1.533;211;1.322;13,76
3513900;Divinolândia;2050;316;165;426;352;271;9.786;1.530;8.256;15,63
3514007;Dobrada;2050;384;195;501;415;320;10.179;1.815;8.364;17,83
3514106;Dois Córregos;2050;1.223;618;1.579;1.308;1.002;29.859;5.730;24.129;19,19
3514205;Dolcinópolis;2050;52;28;69;59;46;1.729;254;1.475;14,69
3514304;Dourado;2050;214;113;288;238;186;7.433;1.039;6.394;13,98
3514403;Dracena;2050;1.265;654;1.698;1.427;1.122;42.653;6.166;36.487;14,46
3514502;Duartina;2050;320;167;432;361;286;10.514;1.566;8.948;14,89
3514601;Dumont;2050;278;145;380;327;264;10.405;1.394;9.011;13,4
3514700;Echaporã;2050;212;110;280;230;177;5.716;1.009;4.707;17,65
3514809;Eldorado;2050;789;405;1.034;843;641;17.189;3.712;13.477;21,6
3514908;Elias Fausto;2050;631;322;831;693;542;18.574;3.019;15.555;16,25
3514924;Elisiário;2050;99;52;134;114;89;3.516;488;3.028;13,88
3514957;Embaúba;2050;68;36;90;76;57;2.155;327;1.828;15,17
3515004;Embu;2050;14.052;7.127;18.028;14.592;11.033;316.358;64.832;251.526;20,49
3515103;Embu-Guaçu;2050;3.000;1.524;3.885;3.210;2.490;77.001;14.109;62.892;18,32
3515129;Emilianópolis;2050;78;40;106;89;71;2.801;384;2.417;13,71
3515152;Engenheiro Coelho;2050;978;497;1.277;1.064;823;26.527;4.639;21.888;17,49
3515186;Espírito Santo do Pinhal;2050;1.161;604;1.575;1.327;1.041;39.568;5.708;33.860;14,43
3515194;Espírito Santo do Turvo;2050;228;116;294;240;188;5.735;1.066;4.669;18,59
3515202;Estrela d'Oeste;2050;208;109;281;237;184;7.198;1.019;6.179;14,16
3515301;Estrela do Norte;2050;91;48;122;100;79;2.629;440;2.189;16,74
3515350;Euclides da Cunha Paulista;2050;362;183;471;389;304;9.684;1.709;7.975;17,65
3515400;Fartura;2050;557;285;738;616;480;15.551;2.676;12.875;17,21
3515509;Fernandópolis;2050;1.606;839;2.194;1.853;1.456;59.940;7.948;51.992;13,26
3515608;Fernando Prestes;2050;125;65;172;150;119;4.924;631;4.293;12,81
3515657;Fernão;2050;56;30;76;64;52;1.730;278;1.452;16,07
3515707;Ferraz de Vasconcelos;2050;9.278;4.706;11.928;9.778;7.571;229.806;43.261;186.545;18,83
3515806;Flora Rica;2050;34;21;48;39;30;1.257;172;1.085;13,68
3515905;Floreal;2050;52;27;69;58;46;2.234;252;1.982;11,28
3516002;Flórida Paulista;2050;316;164;423;348;272;10.260;1.523;8.737;14,84
3516101;Florínia;2050;87;45;115;94;73;2.395;414;1.981;17,29
3516200;Franca;2050;11.950;6.151;15.877;13.239;10.253;351.168;57.470;293.698;16,37
3516309;Francisco Morato;2050;9.427;4.761;12.033;9.823;7.563;217.293;43.607;173.686;20,07
3516408;Franco da Rocha;2050;8.063;3.962;9.894;8.042;6.141;186.971;36.102;150.869;19,31
3516507;Gabriel Monteiro;2050;57;31;79;68;54;2.240;289;1.951;12,9
3516606;Gália;2050;156;82;215;183;145;5.564;781;4.783;14,04
3516705;Garça;2050;1.136;590;1.540;1.296;1.016;37.484;5.578;31.906;14,88
3516804;Gastão Vidigal;2050;236;116;298;243;183;5.529;1.076;4.453;19,46
3516853;Gavião Peixoto;2050;149;78;201;168;131;4.648;727;3.921;15,64
3516903;General Salgado;2050;253;133;349;295;232;9.287;1.262;8.025;13,59
3517000;Getulina;2050;340;175;445;373;292;10.529;1.625;8.904;15,43
3517109;Glicério;2050;172;84;223;188;146;4.760;813;3.947;17,08
3517208;Guaiçara;2050;487;250;635;519;400;13.311;2.291;11.020;17,21
3517307;Guaimbê;2050;212;109;279;232;181;5.659;1.013;4.646;17,9
3517406;Guaíra;2050;1.081;561;1.474;1.255;994;37.310;5.365;31.945;14,38
3517505;Guapiaçu;2050;676;352;902;757;598;23.058;3.285;19.773;14,25
3517604;Guapiara;2050;847;425;1.074;878;669;18.933;3.893;15.040;20,56
3517703;Guará;2050;872;443;1.138;947;734;22.087;4.134;17.953;18,72
3517802;Guaraçai;2050;260;132;340;281;215;7.553;1.228;6.325;16,26
3517901;Guaraci;2050;417;213;551;460;358;11.763;1.999;9.764;16,99
3518008;Guarani d'Oeste;2050;48;23;66;56;45;1.694;238;1.456;14,05
3518107;Guarantã;2050;226;117;302;254;198;6.432;1.097;5.335;17,06
3518206;Guararapes;2050;1.091;564;1.443;1.181;901;31.412;5.180;26.232;16,49
3518305;Guararema;2050;1.495;754;1.894;1.530;1.168;35.278;6.841;28.437;19,39
3518404;Guaratinguetá;2050;4.042;2.076;5.350;4.444;3.430;116.857;19.342;97.515;16,55
3518503;Guareí;2050;471;240;615;518;412;16.628;2.256;14.372;13,57
3518602;Guariba;2050;1.512;778;1.998;1.651;1.274;42.068;7.213;34.855;17,15
3518701;Guarujá;2050;13.686;6.975;17.837;14.740;11.402;349.069;64.640;284.429;18,52
3518800;Guarulhos;2050;64.285;32.407;81.480;66.129;50.858;1.527.615;295.159;1.232.456;19,32
3518859;Guatapará;2050;283;143;373;310;242;7.861;1.351;6.510;17,19
3518909;Guzolândia;2050;180;94;239;199;155;5.327;867;4.460;16,28
3519006;Herculândia;2050;372;188;484;403;314;9.980;1.761;8.219;17,65
3519055;Holambra;2050;770;388;973;788;599;18.599;3.518;15.081;18,91
3519071;Hortolândia;2050;9.241;4.724;12.179;10.238;8.075;280.017;44.457;235.560;15,88
3519105;Iacanga;2050;450;229;584;485;380;12.543;2.128;10.415;16,97
3519204;Iacri;2050;183;95;244;202;155;5.458;879;4.579;16,1
3519253;Iaras;2050;271;137;346;283;238;7.854;1.275;6.579;16,23
3519303;Ibaté;2050;1.392;712;1.833;1.524;1.177;38.859;6.638;32.221;17,08
3519402;Ibirá;2050;410;210;539;448;349;12.533;1.956;10.577;15,61
3519501;Ibirarema;2050;314;160;404;332;261;8.463;1.471;6.992;17,38
3519600;Ibitinga;2050;1.893;978;2.532;2.124;1.655;60.327;9.182;51.145;15,22
3519709;Ibiúna;2050;3.045;1.551;3.974;3.304;2.571;81.435;14.445;66.990;17,74
3519808;Icém;2050;361;184;465;375;283;8.702;1.668;7.034;19,17
3519907;Iepê;2050;298;152;389;322;249;8.007;1.410;6.597;17,61
3520004;Igaraçu do Tietê;2050;816;422;1.092;913;708;23.997;3.951;20.046;16,46
3520103;Igarapava;2050;960;497;1.282;1.071;838;29.744;4.648;25.096;15,63
3520202;Igaratá;2050;397;201;511;419;323;9.864;1.851;8.013;18,77
3520301;Iguape;2050;1.135;586;1.504;1.255;989;30.343;5.469;24.874;18,02
3520400;Ilhabela;2050;1.563;794;2.021;1.661;1.272;39.178;7.311;31.867;18,66
3520426;Ilha Comprida;2050;548;279;704;572;439;12.332;2.542;9.790;20,61
3520442;Ilha Solteira;2050;617;321;841;707;558;23.093;3.044;20.049;13,18
3520509;Indaiatuba;2050;8.660;4.471;11.519;9.602;7.484;274.974;41.736;233.238;15,18
3520608;Indiana;2050;144;74;192;158;123;4.401;691;3.710;15,7
3520707;Indiaporã;2050;119;63;155;127;98;3.380;562;2.818;16,63
3520806;Inúbia Paulista;2050;132;71;175;148;114;4.002;640;3.362;15,99
3520905;Ipaussu;2050;567;290;745;620;482;15.398;2.704;12.694;17,56
3521002;Iperó;2050;1.373;700;1.806;1.526;1.207;40.662;6.612;34.050;16,26
3521101;Ipeúna;2050;368;184;476;403;319;10.015;1.750;8.265;17,47
3521150;Ipiguá;2050;184;94;243;202;160;5.799;883;4.916;15,23
3521200;Iporanga;2050;220;111;279;226;174;4.803;1.010;3.793;21,03
3521309;Ipuã;2050;672;344;877;726;564;17.798;3.183;14.615;17,88
3521408;Iracemápolis;2050;824;425;1.105;931;729;26.723;4.014;22.709;15,02
3521507;Irapuã;2050;245;127;330;280;222;7.792;1.204;6.588;15,45
3521606;Irapuru;2050;134;70;180;152;125;6.096;661;5.435;10,84
3521705;Itaberá;2050;662;338;861;708;544;17.495;3.113;14.382;17,79
3521804;Itaí;2050;1.151;582;1.488;1.236;953;29.643;5.410;24.233;18,25
3521903;Itajobi;2050;319;166;436;368;294;12.806;1.583;11.223;12,36
3522000;Itaju;2050;120;60;158;137;110;4.006;585;3.421;14,6
3522109;Itanhaém;2050;5.165;2.570;6.508;5.378;4.166;116.346;23.787;92.559;20,45
3522158;Itaóca;2050;132;65;164;134;105;3.132;600;2.532;19,16
3522208;Itapecerica da Serra;2050;8.646;4.366;11.081;9.043;6.873;197.941;40.009;157.932;20,21
3522307;Itapetininga;2050;6.668;3.366;8.609;7.177;5.595;179.602;31.415;148.187;17,49
3522406;Itapeva;2050;3.978;2.023;5.155;4.246;3.283;97.611;18.685;78.926;19,14
3522505;Itapevi;2050;14.378;7.209;18.036;14.542;11.119;312.823;65.284;247.539;20,87
3522604;Itapira;2050;1.717;896;2.346;2.002;1.592;65.357;8.553;56.804;13,09
3522653;Itapirapuã Paulista;2050;229;115;288;235;182;4.896;1.049;3.847;21,43
3522703;Itápolis;2050;1.126;587;1.527;1.296;1.025;39.517;5.561;33.956;14,07
3522802;Itaporanga;2050;606;308;783;647;498;14.512;2.842;11.670;19,58
3522901;Itapuí;2050;543;276;719;608;477;15.616;2.623;12.993;16,8
3523008;Itapura;2050;184;94;242;205;162;5.647;887;4.760;15,71
3523107;Itaquaquecetuba;2050;19.342;9.798;24.790;20.231;15.574;454.319;89.735;364.584;19,75
3523206;Itararé;2050;1.952;1.000;2.547;2.098;1.622;50.498;9.219;41.279;18,26
3523305;Itariri;2050;725;378;973;815;649;20.362;3.540;16.822;17,39
3523404;Itatiba;2050;4.052;2.082;5.385;4.530;3.553;130.150;19.602;110.548;15,06
3523503;Itatinga;2050;1.160;586;1.469;1.178;891;24.774;5.284;19.490;21,33
3523602;Itirapina;2050;602;306;779;640;495;18.852;2.822;16.030;14,97
3523701;Itirapuã;2050;232;119;307;261;206;6.651;1.125;5.526;16,91
3523800;Itobi;2050;203;106;277;234;186;6.960;1.006;5.954;14,45
3523909;Itu;2050;6.683;3.422;8.731;7.170;5.523;183.287;31.529;151.758;17,2
3524006;Itupeva;2050;3.092;1.565;4.005;3.324;2.562;79.165;14.548;64.617;18,38
3524105;Ituverava;2050;1.238;641;1.663;1.392;1.086;38.718;6.020;32.698;15,55
3524204;Jaborandi;2050;222;114;293;242;184;6.363;1.055;5.308;16,58
3524303;Jaboticabal;2050;1.931;1.006;2.646;2.261;1.792;69.607;9.636;59.971;13,84
3524402;Jacareí;2050;8.884;4.540;11.655;9.657;7.445;238.179;42.181;195.998;17,71
3524501;Jaci;2050;234;121;312;263;209;7.879;1.139;6.740;14,46
3524600;Jacupiranga;2050;668;346;886;733;570;17.349;3.203;14.146;18,46
3524709;Jaguariúna;2050;2.241;1.148;2.933;2.419;1.874;64.092;10.615;53.477;16,56
3524808;Jales;2050;1.101;575;1.510;1.279;1.003;41.781;5.468;36.313;13,09
3524907;Jambeiro;2050;251;127;325;270;212;7.065;1.185;5.880;16,77
3525003;Jandira;2050;5.468;2.793;7.142;5.891;4.559;147.310;25.853;121.457;17,55
3525102;Jardinópolis;2050;1.671;852;2.194;1.836;1.438;47.834;7.991;39.843;16,71
3525201;Jarinu;2050;1.528;774;1.968;1.639;1.284;39.347;7.193;32.154;18,28
3525300;Jaú;2050;4.940;2.541;6.565;5.511;4.327;157.233;23.884;133.349;15,19
3525409;Jeriquara;2050;99;52;133;111;87;2.989;482;2.507;16,13
3525508;Joanópolis;2050;404;209;545;459;357;12.766;1.974;10.792;15,46
3525607;João Ramalho;2050;161;82;213;175;136;4.516;767;3.749;16,98
3525706;José Bonifácio;2050;1.163;601;1.553;1.300;1.022;37.743;5.639;32.104;14,94
3525805;Júlio Mesquita;2050;185;93;236;194;150;4.797;858;3.939;17,89
3525854;Jumirim;2050;112;55;146;125;99;3.821;537;3.284;14,05
3525904;Jundiaí;2050;13.713;7.087;18.305;15.235;11.801;424.146;66.141;358.005;15,59
3526001;Junqueirópolis;2050;682;350;897;746;580;21.015;3.255;17.760;15,49
3526100;Juquiá;2050;800;407;1.039;852;657;18.917;3.755;15.162;19,85
